"tenant_name","title","content","category","tags"
"CS Command Center","첫인사 기본 안내","안녕하세요! 저는 한국 Bomon Clinic 상담사 KANG입니다.

✨ Bomon Clinic 의 특별한 점 ✨
5년 연속 부정적인 평가 0건! 시술 실패 사례 0건 💎
20년 임상 경험을 가진 피부과 전문의 💎
모든 고객에게 1대1 원장님 직접 진료 💎
중국어 간체/번체 통역 서비스 제공

고객님께서 희망하는 시술이나 현재 고민부위를 말씀해주시겠어요?
적합한 시술정보를 안내해드리겠습니다!","일반정보","기본,상담,첫인사"
"CS Command Center","첫인사 부재중 안내","한국 Bomon Clinic에 연락해 주셔서 감사합니다.

저희 고객 서비스 시간은 한국 시간(KST) 오전 10시부터 오후 7시까지입니다 (대만 시간(TST) 오전 9시부터 오후 6시까지).

메시지를 잘 받았습니다. 서비스 시간 내에 상담원이 최대한 빠르게 답변드리겠습니다. 잠시만 기다려 주셔서 감사합니다.","일반정보","부재중,상담,시간,첫인사"
"CS Command Center","병원 진료 시간은 어떻게 되나요?  토요일 예약 늦어도 몇시 안내","네, 고객님. 저희 병원 진료 시간 내에는 대부분 예약이 가능합니다. 
월요일,수요일,목요일은 영업시간은 오전 10:00 ~ 오후 8:00, 화요일,금요일은 오전 10:00 ~ 오후 9:00, 토요일은 오전 10:00 ~ 오후 5:00 입니다. 
다만, 점심시간(오후 1:00 ~ 2:00, 토요일 제외)에는 진료 및 상담 예약이 어렵습니다.
일요일은 정기휴무일입니다.
예약을 희망하신다면 평일 10:00 ~ 18:30까지, 주말은 10:00 ~ 15:00까지 예약가능합니다.
상담과 시술까지 소요시간은 약 1시간에서 2시간정도 소요됩니다.
원활한 예약을 위해 희망하시는 날짜와 시간을 알려주시면 가능한 시간을 확인해 드립니다.","병원정보","기본정보,상담,시간,예약,운영시간"
"CS Command Center","어떤 시술이 적합할지 추천 해주세요 안내","네, 물론입니다. Bomon Clinic에서는 고객님의 피부 상태, 고민, 기대하는 효과 등을 정확히 파악하기 위해 1:1 맞춤 상담을 매우 중요하게 생각합니다. 
숙련된 의료진과의 상세한 상담을 통해 현재 고객님께 가장 적합하고 만족스러운 결과를 드릴 수 있는 시술을 추천해 드리고 있습니다. 
어떤 시술을 받아야 할지 전혀 모르셔도 괜찮으니 편안하게 방문하여 상담받아 보세요.
고객님께서 희망하는 시술이나 현재 고민부위를 말씀해주시겠어요?
적합한 시술정보를 안내해드리겠습니다!","방문정보","상담,시술추천,효과"
"CS Command Center","시술 전 주의사항이 있나요 안내","네, 안전하고 효과적인 시술을 위해 몇 가지 주의사항이 있습니다.
약물 복용:* 아스피린, 혈액 순환 개선제, 항응고제 등 출혈 경향을 높일 수 있는 약물은 시술 1주일 전부터 중단하시는 것이 좋습니다. 
(단, 질환으로 인해 반드시 복용해야 하는 약물은 상담 시 꼭 말씀해 주시고, 담당 의사와 상의 후 조절해 주세요.)
복용 중인 다른 약물이나 건강 보조 식품이 있다면 상담 시 모두 알려주시는 것이 좋습니다.
음주 및 흡연 : 음주와 흡연은 염증 반응을 유발하고 시술 후 회복을 더디게 할 수 있으므로, 시술 전날에는 금주, 금연하시는 것을 권장합니다. 
시술 후에도 일정 기간 피해주시는 것이 좋습니다.
피부 상태: 시술 부위에 염증이나 감염이 있는 경우 시술이 어려울 수 있습니다.
시술 전 과도한 스크럽이나 필링 등 피부에 자극을 줄 수 있는 관리는 피해주세요.
햇볕에 심하게 타거나 자극받은 피부는 진정된 후 시술받는 것이 좋습니다.
컨디션 조절: 시술 당일 충분한 수면을 취하고 좋은 컨디션을 유지해 주시는 것이 회복에 도움이 됩니다.
몸살이나 감기 기운이 있다면 미리 말씀해 주세요.
기타: 켈로이드 체질이나 특별한 알레르기가 있다면 상담 시 반드시 알려주세요.
임신 중이거나 수유 중인 경우 대부분의 시술이 제한될 수 있습니다.","방문정보","방문전 준비,상담,주의사항,회복,효과"
"CS Command Center","상담만 진행한다면 비용이 발생하나요 안내","네, 물론입니다. Bomon Clinic에서는 고객님의 충분한 이해와 신중한 결정을 존중합니다. 
상담만 먼저 받아보시고 시술은 추후에 결정하셔도 괜찮습니다. 
일반적으로 간단한 상담에는 별도의 비용이 발생하지 않으나, 정밀 진단 장비를 사용하거나 특별히 오랜 시간이 소요되는 심층 상담의 경우 소정의 상담료가 발생할 수 있습니다. 
예약 시 예약금(30,000원)을 결제 후 안내해 드리고 있으니 부담 갖지 마시고 문의해 주세요.","예약정보","비용,상담,상담만진행,시간,예약"
"CS Command Center","마취도 가능한가요 안내","시술 종류에 따라 통증의 정도는 다르며, Bomon Clinic에서는 고객님의 편안한 시술을 위해 다양한 통증 관리 시스템을 갖추고 있습니다.
통증이 거의 없는 시술:LDM 물방울 리프팅, 일부 가벼운 레이저 토닝 등은 마취 없이도 편안하게 받으실 수 있습니다.
약간의 따끔함이나 열감이 있는 시술:보톡스, 간단한 필러, 스킨부스터(리쥬란, 쥬베룩 등), 인모드 Forma 모드, 티타늄 리프팅 등은 약간의 불편함이 있을 수 있으며, 필요시 마취 크림을 사용합니다. 
티타늄 리프팅의 경우 자체 쿨링 시스템으로 통증이 적은 편입니다.
통증이 비교적 있는 시술:울쎄라, 써마지, 인모드 FX 모드, 실리프팅, CO2 프락셔널 레이저 등은 
시술 강도나 개인의 민감도에 따라 통증이 느껴질 수 있어 마취 크림, 무통주사(선택 사항)를 통해 통증을 조절합니다. 
무통주사는 10만원 추가비용이 발생합니다.
온다 리프팅의 경우 강력한 쿨링으로 통증이 적어 마취 없이 진행하기도 합니다.
마취 방법은 시술 종류와 고객님의 선호도에 따라 선택 가능하며, 상담 시 자세히 안내해 드립니다.","시술정보","LDM,공통,레이저,리쥬란,리프팅,마취,보톡스,비용,상담,스킨부스터,실리프팅,써마지,온다,울쎄라,인모드,주사,쥬베룩,통증,통증/마취,티타늄,필러"
"CS Command Center","시술은 얼마나 걸리나요 안내","시술 종류 및 범위에 따라 소요 시간은 다릅니다. 
대략적인 시간은 다음과 같습니다. (마취 시간은 별도일 수 있습니다.)
간단한 주사 시술 (예: 부위별 보톡스): 약 5~15분
레이저 토닝, LDM 등: 약 10~30분
스킨부스터 (리쥬란, 쥬베룩, 엑소좀 등): 약 20~40분 (주사 방식에 따라 다름)
필러: 부위 및 용량에 따라 약 20~40분
HIFU 리프팅 (울쎄라, 슈링크 등): 샷 수에 따라 약 30~60분 (예: 울쎄라 300샷 기준 약 30-40분)
고주파 리프팅 (써마지, 온다, 인모드 등): 부위 및 모드에 따라 약 30~60분 (예: 써마지 FLX 300샷 기준 약 40-50분, 인모드 전체 얼굴 약 40-60분)
실리프팅: 시술 범위 및 실의 종류에 따라 약 40분~1시간 30분CO2 프락셔널 레이저: 얼굴 전체 기준 약 20~30분
정확한 시간은 시술 계획에 따라 달라질 수 있습니다! 

저희 답변이 도움이 되셨을까요? 추가적으로 궁금하신점 있으시면 말씀해주세요!","시술정보","HIFU,LDM,고주파,공통,레이저,리쥬란,리프팅,마취,보톡스,슈링크,스킨부스터,시간,시술시간,실리프팅,써마지,엑소좀,온다,울쎄라,인모드,주사,쥬베룩,필러"
"CS Command Center","시술 효과가 어떻게 되나요 안내","시술마다 효과가 나타나는 시기와 지속 기간이 다릅니다.
즉각적인 효과
필러(볼륨), 일부 리프팅 레이저(온다, 티타늄 등은 시술 직후 어느 정도의 타이트닝감), LDM(피부 진정 및 보습) 

효과 
보톡스(주름 개선 약 3~7일 후, 사각턱 약 3~4주 후) 
스킨부스터(피부결 및 톤 개선, 수분감 증가는 수일에서 1-2주 후)
레이저 토닝(여러 번 시술 후 점진적 개선)

점진적인 효과 (1~3개월 후 최대 효과) 
울쎄라, 써마지, 인모드, 온다, 티타늄 리프팅(콜라겐 재생으로 1~3개월에 걸쳐 점진적으로 리프팅 및 타이트닝 효과 증대)
쥬베룩(콜라겐 생성으로 4주 후부터 점진적 개선) 
실리프팅(초기 물리적 리프팅 + 이후 콜라겐 생성)

유지 기간 
보톡스: 약 3~6개월 (근육량, 생활 습관에 따라 차이)
필러: 제품 및 부위에 따라 약 6개월~2년
스킨부스터 (리쥬란, 쥬베룩 등): 1회 
시술 효과는 수개월, 권장 횟수(예: 3회) 시술 시 6개월~1년 이상 (개인차 및 관리 따라 다름)
HIFU/고주파 리프팅 (울쎄라, 써마지, 인모드, 온다, 티타늄 등): 1회 시술로 6개월~1년 이상(개인차 있으며, 유지 시술 시 더 길어질 수 있음)
실리프팅: 실의 종류에 따라 6개월~2년 이상B

Bomon Clinic에서는 개인의 피부 상태와 생활 습관에 맞춰 최적의 효과와 유지 기간을 위한 맞춤 플랜을 제공합니다.

저희 답변이 도움이 되셨을까요? 추가적으로 궁금하신점 있으시면 말씀해주세요!","시술정보","HIFU,LDM,고주파,레이저,리쥬란,리프팅,보톡스,스킨부스터,시술후 관리,실리프팅,써마지,온다,울쎄라,인모드,쥬베룩,티타늄,필러,효과,효과및유지기간"
"CS Command Center","시술 후 회복기간 및 일상생활 가능 시점 문의","시술에 따라 다운타임은 크게 다릅니다.
다운타임 거의 없는 시술 (시술 직후 일상생활 가능) 
보톡스, LDM, 레이저 토닝, 티타늄 리프팅, 온다 리프팅, 써마지 FLX (간혹 약간의 붉은기), 인모드 Forma 모드 등.세안 및 샤워 당일 가능 
(단, 뜨거운 물이나 강한 마찰은 피해주세요)

시술 후 화장 당일 가능 (시술후 가볍게 하는 것이 좋습니다.)
시술 후 가벼운 운동은 당일날 가능

가벼운 다운타임 (1~3일 정도)
스킨부스터(리쥬란, 쥬베룩 등 - 주사 자국, 엠보싱, 약간의 멍), 간단한 필러 (붓기, 멍), 울쎄라 (약간의 붓기, 붉은기, 근육통 같은 느낌), 인모드 FX 모드 (멍, 붉은기)
세안 및 샤워: 당일 가능 (자극 최소화)
운동: 2~3일 후부터 가벼운 운동 시작하는것을 권장

주의가 필요한 다운타임 (3~7일 이상):
실리프팅(붓기, 멍, 통증, 당김 현상), CO2 프락셔널 레이저(붉은기, 딱지, 붓기 - 보통 5~7일 후 딱지 탈락), 깊은 부위 
필러
세안 및 샤워: 다음날 또는 의료진 지시에 따라 가능 (재생테이프 부착 시 유지)
화장: 피부가 완전히 진정되고 딱지가 떨어진 후 권장 (보통 1주일 후)
운동: 1주일 후부터 가벼운 운동 시작, 격렬한 운동은 2주 후부터
청담봄온에서는 시술 후 주의사항과 관리 방법을 상세히 안내드리며, 빠른 회복을 위한 맞춤형 후관리 프로그램도 운영하고 있습니다.","시술정보","LDM,레이저,리쥬란,리프팅,보톡스,스킨부스터,시술후 관리,실리프팅,써마지,온다,운영,울쎄라,인모드,주사,쥬베룩,통증,티타늄,필러,회복,회복기간/일상생활"
"CS Command Center","시술 후 부작용 문의","모든 시술에는 개인에 따라 경미한 부작용이나 불편함이 따를 수 있습니다. 
Bomon Clinic에서는 숙련된 의료진이 안전을 최우선으로 시술하지만, 발생 가능한 반응은 다음과 같습니다.
공통적으로 나타날 수 있는 반응:시술 부위의 일시적인 붉은 기, 붓기, 가벼운 통증이나 불편감, 멍 등. 대부분 수일 내 자연스럽게 호전됩니다.
레이저 시술 후:건조함, 각질, 일시적인 색소침착 (자외선 차단 중요), 드물게 물집이나 화상 (출력이 강한 레이저, 개인 피부 민감도에 따라). 온다, 티타늄의 경우 특수 쿨링 시스템으로 이러한 위험이 매우 낮습니다.
필러/실리프팅 후:붓기, 멍, 주사 부위 통증, 이물감, 실의 경우 당기는 느낌, 드물게 염증, 알레르기 반응, 혈관 막힘 (매우 드묾, 숙련된 의료진 중요).스킨부스터 후:주사 자국, 엠보싱 현상, 붉은 기, 멍, 약간의 붓기.대부분 일시적이며, Bomon Clinic에서는 시술 전후로 충분한 설명을 드리고, 불편함 발생 시 신속하게 대처해 드립니다. 
우려되는 증상이 있다면 즉시 병원으로 연락 주시기 바랍니다.","시술정보","공통,레이저,리프팅,부작용,색소,스킨부스터,실리프팅,온다,주사,통증,티타늄,필러"
"CS Command Center","병행 시술 가능 여부 및 혜택 문의","네, 고객님의 피부 상태와 고민에 따라 여러 시술을 병행하는 것이 시너지 효과를 내어 더욱 만족스러운 결과를 가져올 수 있습니다. 
Bomon Clinic에서는 안전하고 효과적인 병행 시술 프로그램을 제안해 드립니다.
병행 시술의 장점시너지 효과: 각기 다른 시술이 서로 보완하여 단독 시술보다 더 빠르고 복합적인 개선 효과를 기대할 수 있습니다. 
(예: 리프팅 레이저 + 스킨부스터로 탄력과 피부결 동시 개선)
시간 절약: 한 번의 방문으로 여러 고민을 해결할 수 있습니다.
맞춤형 개선: 다양한 피부층과 문제를 동시에 타겟팅하여 보다 정교한 개선이 가능합니다.
Bomon Clinic에서는 고객님의 필요에 맞춘 다양한 패키지 프로그램과 시즌별 프로모션을 운영하고 있습니다. 
여러 시술을 함께 하실 경우 합리적인 비용으로 진행하실 수 있도록 노력하고 있으니, 상담 시 문의해 주시면 자세히 안내해 드리겠습니다.","가격/이벤트정보","레이저,리프팅,병행시술/할인,비용,상담,스킨부스터,시간,운영,이벤트,효과"
"CS Command Center","결제 수단 문의","Bomon Clinic에서는 외국인 고객님들의 편의를 위해 다양한 결제 방법을 지원합니다.
원화(KRW) 결제현금 및 국내 발행 신용/체크카드로 결제 가능합니다.
해외 발행 카드VISA, MasterCard, UnionPay 등 해외에서 발행된 주요 신용카드로 결제가 가능합니다.
모바일 간편 결제알리페이(Alipay), 위챗페이(WeChat Pay) 등 모바일 간편 결제도 가능합니다. 
가능한 결제 수단은 데스크에 문의해 주십시오.
계좌 이체 가능합니다.
해외 송금의 경우, 절차와 시간이 소요될 수 있어 사전에 병원과 충분히 상의해 주시는 것이 좋습니다.
분할 납부:일부 카드사의 무이자 할부 프로그램 이용이 가능할 수 있습니다.
결제 관련 상세 내용은 데스크에 문의해 주시면 친절히 안내해 드리겠습니다. 
부가세 환급(Tax Refund) 관련 안내도 제공해 드립니다.","가격/이벤트정보","결제,결제수단,시간"
"CS Command Center","시술 후 여행 시 주의사항 문의","네, 즐거운 한국 여행과 함께 시술 효과도 잘 유지하기 위해 몇 가지 주의사항을 지켜주시면 좋습니다.
자외선 차단:시술 후 피부는 자외선에 민감해질 수 있습니다. 
외출 시에는 반드시 자외선 차단제(SPF 30, PA++ 이상)를 꼼꼼히 바르고, 모자나 양산을 사용하는 것이 좋습니다.
보습 및 진정 관리:피부가 건조해지지 않도록 보습제를 충분히 사용하고, 필요시 진정 효과가 있는 제품을 사용하는 것이 회복에 도움이 됩니다. 
청담봄온에서 추천드리는 재생 크림 등을 사용하시면 더욱 좋습니다.
음주 및 흡연, 자극적인 음식 피하기:시술 후 최소 1주일간은 염증을 유발하거나 회복을 더디게 할 수 있는 음주, 흡연, 너무 맵거나 짠 자극적인 음식은 피해주세요.
과도한 활동 및 사우나 자제:땀을 많이 흘리는 격한 운동, 장시간의 쇼핑으로 인한 피로, 뜨거운 사우나나 찜질방은 시술 부위에 자극을 줄 수 있으므로 며칠간은 자제하는 것이 좋습니다.
위생 관리:시술 부위를 손으로 자주 만지거나 자극하지 않도록 주의하고, 청결하게 관리해 주세요.여행 중 불편함이나 궁금한 점이 생기시면 언제든지 Bomon Clinic으로 연락 주시기 바랍니다.","방문후정보","시간,시술후관리,여행중 주의사항,회복,효과"
"CS Command Center","그룹 예약 가능 여부 문의","네, Bomon Clinic에서는 친구분들과 함께 방문하시는 것을 환영합니다!
그룹 상담 및 예약:그룹으로 방문하셔서 각자 상담을 받고 다른 시술을 계획하시는 것이 가능합니다. 
원활한 진행을 위해 사전에 예약해 주시면 더욱 편리하게 안내받으실 수 있습니다. 
각 개인의 피부 상태와 필요에 맞춰 개별 맞춤 상담을 진행해 드립니다.
동시 시술 또는 대기 공간:시술 종류와 병원의 스케줄에 따라 동시간대 시술 진행 가능 여부가 달라질 수 있습니다. 
편안하게 대기하실 수 있는 공간도 마련되어 있습니다.
그룹 방문 시 인원이나 시술 내용에 따라 일부 할인 혜택이나 추가 서비스를 제공해 드릴 수 있는지 상담 시 문의해 주시면 친절히 안내해 드리겠습니다.
친구분들과 함께 아름다워지는 즐거운 경험을 Bomon Clinic에서 만들어보세요!","예약/일정정보","단체예약,상담,시간,예약,예약방법"
"CS Command Center","상담은 어떻게 진행 되나요 안내","Bomon Clinic의 프리미엄 케어 절차는 다음과 같습니다.
1. 담당 실장님이 기본적인 상담과 시술을 안내해 드립니다.
2. 방문 상담 예약: 대표원장님 1:1 맞춤 심층 상담을 진행합니다. (예약금 3만원 발생)
3. 내원 후 피부 정밀 진단: 최신 장비로 피부 상태를 과학적으로 분석합니다.
4. 시술 전 준비 및 동의서 작성: 사진 촬영, 클렌징, 마취 등 시술 준비를 합니다.
5. 정품·정량 원칙 시술 진행: 대표원장님께서 직접 안전하고 정교하게 시술합니다.
6. 시술 후 진정 및 회복 관리: 맞춤형 진정 관리로 빠른 회복을 돕습니다.
7. 귀가 및 상세 주의사항 안내: 홈케어 방법, 다음 일정 등을 상세히 안내합니다.
추가로 궁금하시거나 희망하시는 과정이 있으실까요?","예약정보","마취,상담,예약,절차,회복"
"CS Command Center","부가세 환급(Tax Refund)은 어떻게 받나요 안내","네, 외국인 관광객(국내 체류 6개월 미만)의 경우 미용 목적 시술비에 포함된 부가가치세(VAT)를 환급받으실 수 있습니다. 
(최소 결제 금액 3만원 이상, 시술 후 3개월 이내 출국 시)
필요 서류: 여권 원본 (시술 당일 반드시 지참)
환급 절차
1. 결제 시 데스크에 부가세 환급 서류 발급을 요청합니다.
2. 병원에서 '미용성형 의료용역 공급확인서'를 수령합니다.
3. 출국 시 공항 또는 시내 환급 창구에 해당 서류와 여권을 제출하고 환급액을 수령합니다.

추가적으로 결제관련해서 궁금하신점 있으실까요?","가격/이벤트정보","결제,세금환급"
"CS Command Center","어떤 언어를 지원하나요 안내","네, 저희 병원은 다양한 언어를 지원하여 편안한 소통을 돕고 있습니다.
병원 내 전문 의료 통역 코디네이터가 상주 또는 연계되어 있습니다. 
예약 문의부터 상담, 시술, 사후 관리까지 전 과정에 걸쳐 1:1 맞춤 통역 서비스를 무료로 제공합니다.","기타문의정보","상담,예약,지원언어,통역서비스"
"CS Command Center","공항 픽업 서비스가 있나요 안내","네, 아쉽게도 저희 병원에서는 공항 픽업서비스를 제공해드리지 않고 있습니다.
추가적으로 희망하시는 서비스가 있으실까요?","기타문의정보","공항픽업,기타서비스"
"CS Command Center","시술별 추천 체류 기간은 어떻게 되나요 안내","시술에 따른 일반적인 추천 체류 기간은 다음과 같습니다.
* 간단한 주사/레이저 토닝: 최소 1~2일 체류 권장
* 필러/스킨부스터/인모드/슈링크: 최소 2~4일 체류 권장 
(초기 붓기, 멍 등 회복)
* 울쎄라/써마지 등 강력한 리프팅: 최소 3~5일 체류 권장 (경과 관찰)
* 실리프팅/CO2 프락셀 등: 최소 5~7일 이상 체류 권장 (회복 및 경과 관찰)
이는 일반적인 권장사항이며, 개인의 상태 및 시술 계획에 따라 달라질 수 있으므로 상담 시 최종 결정하는 것이 좋습니다.
한국에 얼마나 머무실예정이신지 알려주시면 안내 도와드리겠습니다!","방문정보","레이저,리프팅,상담,슈링크,스킨부스터,시술정보,실리프팅,써마지,울쎄라,인모드,주사,추천 체류기간,필러,회복"
"CS Command Center","울쎄라 원리와 효과가 궁금해요. 안내","울쎄라는 고강도 집속 초음파(HIFU) 에너지를 이용한 리프팅 시술입니다.

피부 표면 손상 없이 피부 속 가장 깊은 근막(SMAS)층까지 에너지를 정밀하게 전달하여, 늘어진 조직을 수축시키고 콜라겐 생성을 강력하게 촉진합니다. 

처진 볼살, 이중턱, 눈가 및 이마 주름 개선과 전체적인 얼굴 라인 리프팅에 탁월한 효과를 보입니다.

저희 답변이 도움이 되셨을까요?","시술정보","HIFU,리프팅,울쎄라,울쎄라설명,효과"
"CS Command Center","어떤 사람에게 울쎄라를 추천하나요 안내","Ulthera는 다음과 같은 분들께 추천해 드립니다. 
시술 없이 강력한 리프팅 효과를 원하시는 분
피부 처짐과 탄력 저하로 고민이신 분
V라인 얼굴 윤곽을 만들고 싶으신 분
위와같은 고민을 해결하고 싶으신분께 추천드립니다!
다른 희망하는 시술이 있으실까요?","시술정보","리프팅,울쎄라,울쎄라추천대상,효과"
"CS Command Center","울쎄라 시술의 장점은 무엇인가요 안내","네, 저희 Bomon Clinic의 울쎄라 2세대의 주요 장점은 다음과 같습니다.
미국 FDA 승인을 받은 안전한 시술입니다.
비시술·비절개 방식으로 진행됩니다.
실시간 초음파 영상(DeepSEE™)으로 시술 부위를 직접 보며 정확한 타겟팅이 가능합니다.
시술 후 1~3개월에 걸쳐 점진적으로 효과가 증대되며, 평균 1년~1년 반 동안 효과가 지속됩니다.
다른 희망하는 시술이 있으실까요?","시술정보","리프팅,시간,울쎄라,울쎄라장점,효과"
"CS Command Center","티타늄 리프팅은 어떤 시술인가요 안내","티타늄 리프팅은 3가지 파장의 레이저를 동시에 조사하여 리프팅, 타이트닝, 피부톤 개선 효과를 한 번에 볼 수 있는 시술입니다. 
아이스 컨택 쿨링 방식으로 통증은 줄이면서 진피층의 콜라겐 생성을 촉진하고, 불필요한 지방 세포를 감소시켜 이중턱 및 얼굴 윤곽 개선에 도움을 줍니다.
다른 희망하는 시술이 있으실까요?","시술정보","레이저,리프팅,통증,티타늄,티타늄설명,효과"
"CS Command Center","티타늄 리프팅은 누구에게 좋나요 안내","티타늄 리프팅은 이런 분들께 효과적입니다.
이중턱이나 얼굴 지방이 고민이신 분
자연스러운 탄력 개선과 타이트닝을 원하시는 분
통증에 민감하여 기존 리프팅 시술이 부담스러웠던 분 
결혼 등 중요한 이벤트를 앞두고 빠른 효과를 보고 싶은 분
위와같은 고민을 해결하고 싶으신분께 추천드립니다!
다른 희망하는 시술이 있으실까요?","시술정보","리프팅,통증,티타늄,티타늄추천대상,효과"
"CS Command Center","티타늄 리프팅의 장점은 무엇인가요 안내","티타늄 리프팅의 대표적인 장점은 다음과 같습니다.
아이스 컨택 쿨링 방식으로 통증이 최소화됩니다.
다양한 피부층을 타겟할 수 있어 맞춤 시술이 가능합니다.
지방 감소와 리프팅 효과를 동시에 기대할 수 있습니다.
시술 시간이 짧고 편안하며, 시술 직후부터 효과를 체감하는 분들이 많습니다.
다른 희망하는 시술이 있으실까요?","시술정보","리프팅,시간,통증,티타늄,티타늄장점,효과"
"CS Command Center","써마지 FLX는 어떤 원리인가요 안내","써마지 FLX는 강력한 모노폴라 고주파(RF) 에너지를 피부 진피층 깊숙이 전달하는 프리미엄 타이트닝 시술입니다. 
이 에너지가 기존 콜라겐을 수축시키고 새로운 콜라겐 생성을 촉진하여, 피부 전체의 탄력을 증진시키고 잔주름, 모공, 피부결 개선에 뛰어난 효과를 보입니다.
다른 희망하는 시술이 있으실까요?","시술정보","고주파,리프팅,모공,써마지,써마지설명,효과"
"CS Command Center","리쥬란 힐러 효과와 성분이 궁금해요. 안내","리쥬란 힐러는 연어에서 추출한 폴리뉴클레오티드(PN)를 주성분으로 하는 스킨부스터입니다. 
이 성분은 손상된 피부 세포의 재생을 돕고 콜라겐 생성을 촉진하여 피부 장벽 강화, 유수분 밸런스 조절, 피부결 및 톤 개선, 모공 축소 등 전반적인 피부 건강을 증진시키는 효과가 있습니다.
다른 희망하는 시술이 있으실까요?","시술정보","리쥬란,리쥬란설명,모공,스킨부스터,효과"
"CS Command Center","인모드 리프팅은 어떤 원리인가요 안내","인모드는 두 가지 모드를 사용해 지방 감소와 탄력 개선을 동시에 진행하는 리프팅입니다.  
Forma 모드: 피부에 열을 가해 콜라겐 리모델링을 유도하고 타이트닝 효과를 줍니다.  
FX 모드: 고주파 에너지와 고전압 전기자극으로 불필요한 지방 세포의 사멸을 유도합니다.  
이 두 가지 모드를 통해 이중턱, 심부볼, 처진 턱선을 개선하고 전체적인 탄력을 증진시킵니다.
다른 희망하는 시술이 있으실까요?","시술정보","고주파,리프팅,인모드,인모드설명,효과"
"CS Command Center","인모드는 어떤 분에게 추천하나요 안내","인모드 리프팅은 다음과 같은 고민을 가진 분들께 추천합니다. 
이중턱, 처진 볼살, 무너진 턱선이 고민이신 분 
지방 감소와 피부 탄력 개선을 동시에 원하시는 분
위와같은 고민을 해결하고 싶으신분께 추천드립니다!
다른 희망하는 시술이 있으실까요?","시술정보","리프팅,인모드,인모드_추천대상"
"CS Command Center","실리프팅은 어떤 시술인가요 안내","실리프팅은 인체에 안전한 의료용 녹는 실을 피부에 삽입하여 즉각적으로 피부를 당겨주는 시술입니다. 
물리적으로 처진 피부 조직을 당겨줄 뿐만 아니라, 실 주변으로 콜라겐과 엘라스틴 생성을 유도하여 장기적인 탄력 개선 효과를 함께 기대할 수 있습니다.
다른 희망하는 시술이 있으실까요?","시술정보","리프팅,실리프팅,실리프팅설명,효과"
"CS Command Center","실리프팅추천대상 안내","실리프팅은 다음과 같은 분들께 추천해 드립니다. 
즉각적이고 강력한 리프팅 효과를 원하시는 분
처진 턱선, 팔자주름, 이중턱 등 특정 부위의 개선을 원하시는 분
위와같은 고민을 해결하고 싶으신분께 추천드립니다!
다른 희망하는 시술이 있으실까요?","시술정보","리프팅,실리프팅,실리프팅_추천대상,효과"
"CS Command Center","실리프팅 후 회복 기간은 어느 정도인가요 안내","실리프팅 시술 후 며칠에서 1~2주간 붓기, 멍, 약간의 통증, 이물감, 당기는 느낌이 있을 수 있습니다. 
이러한 증상들은 시간이 지나면서 점차 자연스럽게 회복됩니다.
저희 답변이 도움이 되셨을까요? 다른 궁금하신 내용이 있으실까요?","방문후정보","리프팅,시간,시술후 관리,실리프팅,실리프팅회복기간,통증,회복"
"CS Command Center","엑소좀 주사는 어떤 효과가 있나요 안내","엑소좀 주사는 인체지방유래 줄기세포 배양액의 핵심 성분인 '엑소좀'을 이용한 차세대 프리미엄 피부 재생 시술입니다. 
엑소좀은 세포 간 신호 전달 물질로, 강력한 피부 세포 재생, 항염증, 항노화 효과를 발휘합니다. 
이를 통해 피부 장벽 강화, 트러블 개선, 미백, 탄력 증진 등 근본적인 피부 환경 개선에 도움을 줍니다.
저희 답변이 도움이 되셨을까요? 다른 궁금하신 내용이 있으실까요?","시술정보","스킨부스터,엑소좀,엑소좀_원리,주사,효과"
"CS Command Center","엑소좀 주사는 누구에게 추천하나요 안내","엑소좀 주사는 다음과 같은 피부 고민에 추천됩니다. 
민감하고 반복적인 트러블로 손상된 피부  
얇고 약해진 피부 장벽이 고민인 피부  
칙칙하고 고르지 못한 피부톤을 개선하고 싶은 분  
전반적인 피부 노화 개선 및 프리미엄 안티에이징 관리를 원하는 분
위와같은 고민을 해결하고 싶으신분께 추천드립니다!
다른 희망하는 시술이 있으실까요?","시술정보","스킨부스터,엑소좀,엑소좀_추천대상,주사"
