"tenant_name","title","content","category","tags"
"CS Command Center","필러는 어떤 분들에게 필요한가요 안내","필러 시술은 이런 분들께 추천해 드립니다. 
얼굴 볼륨 부족으로 밋밋하거나 나이 들어 보이는 것이 고민이신 분  
낮은 코, 무턱, 얇은 입술 등 특정 부위의 윤곽 개선을 원하시는 분 
시술 없이 빠르고 자연스럽게 입체적인 얼굴 라인을 만들고 싶은 분
위와같은 고민을 해결하고 싶으신분께 추천드립니다!
다른 희망하는 시술이 있으실까요?","시술정보","주사 시술,필러,필러추천대상"
"CS Command Center","슈링크 유니버스는 어떤 원리인가요 안내","슈링크 유니버스는 기존 슈링크보다 업그레이드된 HIFU(고강도 집속 초음파) 기술을 이용한 리프팅입니다.
두 가지 모드와 다양한 카트리지를 사용해 피부 속 다양한 깊이에 열응고점을 형성하여 콜라겐 및 엘라스틴 생성을 촉진합니다. 
이를 통해 리프팅 및 타이트닝 효과를 제공합니다.
저희 답변이 도움이 되셨을까요? 다른 궁금하신 내용이 있으실까요?","시술정보","HIFU,리프팅,슈링크,슈링크설명,효과"
"CS Command Center","슈링크 유니버스는 누구에게 추천하나요 안내","슈링크 유니버스는 다음과 같은 분들께 추천합니다. 
얼굴 전체의 탄력 개선을 원하시는 분 
V라인과 함께 잔주름 및 피부결 개선을 원하시는 분 
비교적 합리적인 비용의 HIFU 시술을 찾으시는 분
위와같은 고민을 해결하고 싶으신분께 추천드립니다!
다른 희망하는 시술이 있으실까요?","시술정보","HIFU,리프팅,비용,슈링크,슈링크추천대상"
"CS Command Center","온다 리프팅은 어떤 원리인가요 안내","온다 리프팅은 특허받은 극초단파(Microwave) 에너지를 피부 깊숙이 전달하여 열을 발생시키는 원리입니다. 
이 열에너지는 지방 세포막을 선택적으로 파괴하고, 동시에 진피층의 콜라겐 생성을 촉진하여 지방 감소와 피부 타이트닝 효과를 함께 유도합니다.
저희 답변이 도움이 되셨을까요? 다른 궁금하신 내용이 있으실까요?","시술정보","리프팅,온다,온다설명,효과"
"CS Command Center","온다 리프팅은 어떤 분에게 효과적인가요 안내","온다 리프팅은 이런 분들께 효과적입니다. 
이중턱, 심부볼 등 지방과 탄력 저하가 함께 고민이신 분 
기존 리프팅 시술의 통증이 부담스러우셨던 분 
얼굴뿐 아니라 팔뚝, 복부 등 특정 바디 부위의 개선을 원하시는 분 
일상생활에 지장 없이 빠른 효과를 보고 싶으신 분
위와같은 고민을 해결하고 싶으신분께 추천드립니다!
다른 희망하는 시술이 있으실까요?","시술정보","리프팅,바디,온다,온다추천대상,통증,효과"
"CS Command Center","피코 레이저(토닝)는 어떤 시술인가요 안내","피코 레이저는 기존 레이저보다 1000배 빠른 피코초(1조분의 1초) 단위로 에너지를 조사하는 방식입니다. 
이를 통해 주변 피부의 열 손상은 최소화하면서 기미, 주근깨, 잡티 같은 색소 입자만 매우 잘게 부수어 효과적으로 제거합니다. 
색소 질환 치료, 문신 제거, 모공 축소 및 피부결 개선에 뛰어난 효과를 보입니다.
저희 답변이 도움이 되셨을까요? 다른 궁금하신 내용이 있으실까요?","시술정보","레이저,모공,색소,피코설명,효과"
"CS Command Center","LDM 물방울 리프팅은 어떤 효과가 있나요 안내","LDM은 고밀도 초음파 에너지를 이용해 통증 없이 피부 속 세포를 활성화시키는 '피부 세포 운동' 관리입니다. 
피부 속 수분 분포를 균형 있게 조절하고 콜라겐 등 피부 구성 물질의 생성을 도와, 피부 장벽 강화, 보습, 진정, 탄력 증진, 염증 완화(여드름, 홍조) 등 다양한 효과를 기대할 수 있습니다.
저희 답변이 도움이 되셨을까요? 다른 궁금하신 내용이 있으실까요?","시술정보","LDM,LDM_원리,레이저,리프팅,여드름,통증,효과"
"CS Command Center","CO2 프락셔널 레이저는 어떤 원리인가요 안내","CO2 프락셔널 레이저는 피부에 마이크로 단위의 미세한 구멍을 만들어 피부의 자연적인 재생 과정과 콜라겐 합성을 강력하게 촉진하는 시술입니다. 
피부 표피부터 진피층까지 레이저 빔을 전달하여 손상된 피부 조직을 효과적으로 개선합니다. 
깊게 패인 여드름 흉터, 넓은 모공, 거친 피부결 개선에 효과적입니다.
저희 답변이 도움이 되셨을까요? 다른 궁금하신 내용이 있으실까요?","시술정보","CO2프락셀_원리,레이저,모공,여드름,효과,흉터"
"CS Command Center","CO2 프락셀은 누구에게 추천하나요 안내","CO2 프락셔널 레이저는 다음과 같은 고민이 있는 분들께 추천합니다. 
오래되고 깊은 여드름 흉터, 수두 자국이 있으신 분 
각종 시술 및 외상 흉터가 고민이신 분 
확장된 모공과 심하게 거칠어진 피부결을 개선하고 싶으신 분
위와같은 고민을 해결하고 싶으신분께 추천드립니다!
다른 희망하는 시술이 있으실까요?","시술정보","CO2프락셀_추천대상,레이저,모공,여드름,흉터"
"CS Command Center","CO2 프락셀 회복 기간은 어떤가요 안내","CO2 프락셀 시술 후에는 평균 1주일 정도의 회복 기간이 필요합니다. 
시술 후 3~7일간 붉은 기, 붓기, 화끈거림, 격자무늬의 미세한 딱지가 생길 수 있습니다. 
이 기간에는 딱지가 자연스럽게 떨어지도록 하고, 재생크림과 자외선 차단제를 꼼꼼히 사용하는 것이 매우 중요합니다.
저희 답변이 도움이 되셨을까요? 다른 궁금하신 내용이 있으실까요?","방문후정보","CO2프락셀_회복기간,시술후 관리,회복"
"CS Command Center","부위별/종류별 보톡스 가격이 궁금해요. 안내","네, 보톡스 시술 비용을 안내해 드립니다. (VAT 별도)
턱 보톡스 (50유닛):    
* 코어톡스: 132,000원    
* 제오민: 198,000원     
* 앨러간: 264,000원 
침샘, 바디, 측두근, 다한증 보톡스 (50유닛):  
* 코어톡스: 165,000원
* 제오민: 220,000원
* 앨러간: 286,000원
주름 보톡스 (이마 기준 2부위):    
* 코어톡스: 71,500원     
* 제오민: 93,500원     
* 앨러간: 132,000원
이마 더모톡신:    
* 코어톡스: 154,000원     
* 제오민: 198,000원     
* 앨러간: 264,000원
더모톡신 (턱라인,목주름) :
* 코어톡스: 198,000원
* 제오민: 264,000원
* 앨러간: 308,000원
특수부위 (나비존모공, 팔자(잇몸), 입꼬리, 콧볼축소, 입꼬리 등):    
* 코어톡스: 99,000원     
* 제오민: 132,000원     
* 앨러간: 165,000원","가격정보","가격,모공,바디,보톡스,비용,시술비용"
"CS Command Center","보톡스는 어느종류가 있나요 안내","고객님께서 보톡스 종류에 대해 문의하시면 다음과 같이 답변해 드릴 수 있습니다.

보톡스 종류별 차이점 안내
저희 병원에서 사용하는 보톡스 제품들은 크게 코어톡스 (Coretox), 제오민 (Xeomin), 앨러간 (Allergan) 세 가지가 있습니다. 각 제품은 안전성, 효과 발현 방식, 그리고 내성 가능성 등에서 미묘한 차이를 가지고 있습니다.

코어톡스 (Coretox):
국내 제품으로, 비동물성 성분을 사용하여 제작되어 내성 발생 가능성이 적다는 장점이 있습니다. 합리적인 가격으로 효과적인 시술을 원하시는 분들께 추천드립니다.

제오민 (Xeomin):
독일 멀츠사의 제품으로, 복합 단백질을 제거한 순수 톡신입니다. 이로 인해 내성 발생 가능성이 가장 낮다고 알려져 있어, 보톡스 시술을 자주 받으시거나 내성에 대한 우려가 있으신 분들께 추천드립니다. 효과 발현이 비교적 빠르다는 특징도 있습니다.

앨러간 (Allergan):
미국 앨러간사의 제품으로, 세계 최초로 FDA 승인을 받은 오리지널 보톡스입니다. 가장 오랜 기간 동안 전 세계적으로 사용되어 안전성과 효능이 충분히 입증된 제품입니다. 많은 분들이 선호하는 스테디셀러입니다.

각 제품의 특성과 고객님의 피부 상태, 그리고 원하시는 효과를 고려하여 가장 적합한 보톡스를 추천해 드릴 수 있습니다. 더 궁금하신 점이나 상담을 원하시면 언제든지 말씀해주세요!","시술정보","가격,보톡스,상담,종류,효과"
"CS Command Center","필러 종류별 가격은 어떻게 되나요 안내","필러 시술 비용을 안내해 드립니다. (VAT 별도)
* 일반부위 (1CC 기준):    
* 국산: 220,000원 
* 수입: 429,000원 
* 쥬비덤: 495,000원
코 필러 (OneQ코):    
* 국산: 440,000원 
* 수입: 649,000원 
* 쥬비덤: 715,000원 
특수부위 (입술/입꼬리 무제한):    
* 국산: 352,000원
* 수입: 594,000원
* 쥬비덤: 660,000원 
특수부위(눈밑(다크서클), 애교, 지우개, 손등, 관자) : 594,000원","가격정보","가격,비용,시술비용,필러"
"CS Command Center","필러는 어떤 종류가 있나요 안내","고객님께서 필러 종류에 대해 문의하시면 다음과 같이 답변해 드릴 수 있습니다.

필러 종류별 차이점 안내
저희 병원에서는 크게 국산, 수입, 그리고 쥬비덤 필러를 사용하고 있습니다. 각 필러는 주로 원산지, 유지 기간, 입자 크기, 그리고 시술 부위에 따른 적합성 등에서 차이가 있습니다.

국산 필러:
주로 히알루론산(HA) 성분으로 이루어져 있으며, 안전성과 효과가 입증된 제품입니다. 합리적인 가격으로 다양한 시술 부위에 적용할 수 있어 접근성이 좋습니다. 자연스러운 볼륨감을 원하는 경우에 많이 사용됩니다.

수입 필러 (쥬비덤 외):
다양한 해외 제조사의 필러들을 포함하며, 일반적으로 국산 필러보다 유지 기간이 길거나, 특정 부위에 특화된 제형을 가진 경우가 많습니다. 예를 들어, 입자가 더 부드럽거나 단단하여 미세한 교정이나 윤곽 개선에 유리할 수 있습니다.

쥬비덤 (Juvederm):
세계적으로 유명한 미국의 앨러간(Allergan)사의 프리미엄 필러입니다. HA 필러 중에서도 오랜 유지 기간과 뛰어난 응집력, 자연스러운 결과로 정평이 나 있습니다. 특히, 특허받은 바이크로스(Vycross™) 기술을 통해 교차결합 효율을 높여 적은 양으로도 오랜 지속 효과를 기대할 수 있으며, 시술 후의 부드러운 촉감과 이동이 적다는 장점이 있습니다. 입술, 코, 팔자주름 등 다양한 부위에 맞춤형으로 사용할 수 있는 여러 라인업이 있습니다.

고객님의 피부 상태, 원하시는 유지 기간, 그리고 시술 부위 등 여러 요소를 고려하여 가장 적합한 필러 제품을 추천해 드립니다. 더 궁금하신 점이나 자세한 상담을 원하시면 언제든지 말씀해주세요!","시술정보","가격,상담,종류,필러,효과"
"CS Command Center","리쥬란 가격이 궁금해요. 안내","네, 리쥬란 시술 비용을 안내해 드립니다. (VAT 별도)
* 리쥬란 클래식 (BLACK, 2cc): 396,000원 
* 소프리쥬란 (HB RED, 1cc): 297,000원 
* 리쥬란 아이 (WHITE, 1cc): 242,000원 
* 무통 리쥬란 (3cc): 1,089,000원 (무통수액 + 소프트니들 포함)","가격정보","가격,리쥬란,리쥬란비용,비용,스킨부스터"
"CS Command Center","엑소좀 시술 비용은 얼마인가요 안내","엑소좀(ASCE+) 시술 비용은 5cc 기준 770,000원입니다.(VAT 별도)","가격정보","비용,스킨부스터,엑소좀,엑소좀비용"
"CS Command Center","쥬베룩 가격 문의","쥬베룩 시술 비용 안내입니다. (VAT 별도)
* 쥬베룩 클래식 (BLUE, 4cc):    
* 대표원장: 770,000원     
* 수석원장: 539,000원 
* 쥬베룩 볼륨 (BLACK, 1cc): 242,000원","가격정보","가격,비용,스킨부스터,쥬베룩,쥬베룩비용"
"CS Command Center","콜라겐필러 가격 문의","콜라겐필러 비용 안내입니다. (VAT 별도)
* 엘란쎄 M(3~4년 유지, 1cc) : 1,100,000원
* 래디어스(입가, 목, 손등, 1실린지 1회) : 990,000원
* 스킨부스터(입가, 목, 손등, 4.5cc~6cc 3회) : 2,530,000원","가격정보","가격,비용,스킨부스터,콜라겐필러,필러"
"CS Command Center","물광주사 가격 문의","물광주사 비용 안내입니다. (VAT 별도)
* 리바이브(보습, 홍조, 모공, 피부광채 1cc) :440,000원 
* 물광주사 (1X 히알루론산)  : 220,000원
* 볼빛주사 (2X 히알루론산) : 319,000원
* 봄핏 100 (콜라겐스킨부스터 4cc) : 880,000원","가격정보","가격,모공,물광주사,비용,스킨부스터,주사"
"CS Command Center","지방분해/윤곽주사 가격 알려주세요. 안내","네, 부위별 지방분해 주사 비용을 안내해 드립니다. (VAT 별도)
슬림코 주사(코끝) 1회	 66,000 
S핏주사  용량 무제한	 297,000 
S핏주사 1앰플 1회	 99,000 
광대축소주사 2앰플	 110,000 
광대축소주사 lite* 2앰플	 121,000 
눈밑지방재배치 주사 1회	 110,000 
이중턱 브이올렛 2cc	 495,000 
이중턱 브이올렛 4cc	 869,000 
브이핏 1앰플	 33,000 
브이핏(Lite) 1앰플	 38,500 
슬랜더 1앰플	 49,500 
슬랜더퓨어1앰플	 60,500 
슬랜더(광대) 2앰플	 220,000 
슬랜더(광대) 퓨어* 2앰플	 231,000","가격정보","가격,비용,윤곽주사,주사"
"CS Command Center","윤곽주사 종류는 어떤게 있나요 안내","윤곽주사 종류 안내해드리겠습니다!
저희 병원에서는 주로 V핏 주사와 슬랜더 주사 두 가지 종류의 윤곽주사를 사용합니다.
V핏 주사: 얼굴의 불필요한 지방을 감소시켜 전체적인 얼굴 라인을 슬림하게 만들어주는 데 효과적입니다. 합리적인 비용으로 윤곽 개선을 원하시는 분들께 적합합니다.
슬랜더 주사: V핏 주사보다 더욱 강력한 지방 분해 효과를 기대할 수 있으며, 특히 이중턱이나 심부볼처럼 개선이 어려운 부위에 집중적인 효과를 줍니다. 더 빠르고 확실한 변화를 원하시는 분들께 추천드립니다.
또한, 브이올렛(V-Olet) 주사는 지방 세포 자체를 파괴하여 영구적인 효과를 기대할 수 있는 프리미엄 지방분해 주사입니다.

고객님의 고민 부위와 원하시는 효과에 따라 적합한 주사를 추천해 드릴 수 있습니다. 더 궁금하신 점이 있으시면 언제든지 문의해주세요!","시술정보","비용,윤곽주사,종류,주사,효과"
"CS Command Center","울쎄라 가격이 궁금해요. 안내","울쎄라 가격에 대해서 안내해드리겠습니다! 
Ulthera 프라임(2세대) 비용은 100샷(s) 당 550,000원입니다.(VAT 별도)","가격정보","가격,리프팅,비용,울쎄라"
"CS Command Center","써마지 FLX 가격은 얼마인가요 안내","써마지 FLX(4세대) 비용을 안내해 드립니다. (VAT 별도)
* 페이스 써마지 100샷 550,000원
* 대표원장: 300샷 1,639,000원 / 600샷 2,739,000원     
* 수석원장: 300샷 1,485,000원 / 600샷 2,585,000원 
* 아이 써마지    
* 대표원장: 225샷 1,529,000원 / 450샷 2,189,000원     
* 수석원장: 225샷 1,309,000원 / 450샷 1,969,000원","가격정보","가격,리프팅,비용,써마지"
"CS Command Center","인모드 가격 문의","인모드 리프팅 비용을 안내해 드립니다. (VAT 별도)
* FX 모드 (1회): 330,000원 
* FORMA 모드 (1회): 330,000원 
* 2모드 (FX+FORMA, 1회): 495,000원 
* 인모드 포르테 (FX+FORMA, 1회): 660,000원 
* 인모드 MAXX (FX+FORMA, 1회): 1,199,000원","가격정보","가격,리프팅,비용,인모드"
"CS Command Center","티타늄 리프팅 가격 문의","티타늄 리프팅 비용을 안내해 드립니다. (VAT 별도)
* 클래식 60KJ: 1회 979,000원 / 3회 2,640,000원 
* 플러스 80KJ: 1회 1,199,000원 / 3회 2,970,000원 
* 스팟 1부위 40KJ (1회): 649,000원","가격정보","가격,리프팅,비용,티타늄"
"CS Command Center","온다 리프팅 가격 문의","온다 리프팅 비용을 안내해 드립니다. (VAT 별도)
* 대표원장 시술
* 10KJ: 137,500원 
* 60KJ: 825,000원     
* 80KJ: 1,100,000원     
* 100KJ: 1,375,000원 
* 수석원장 시술    
* 60KJ: 715,000원     
* 100KJ: 1,089,000원     
* 200KJ: 2,079,000원","가격정보","가격,리프팅,비용,온다"
"CS Command Center","슈링크 가격은 어떻게 되나요 안내","슈링크 리프팅 비용을 안내해 드립니다. (VAT 별도)
* V 슈링크 : 100샷당 110,000원
* 페이스 슈링크: 100샷당 55,000원
* 아이 슈링크: 100샷당 165,000원
* 바디 슈링크S: 100샷당 55,000원","가격정보","가격,리프팅,바디,비용,슈링크"
"CS Command Center","스컬프팅 페이스/바디 가격은 어떻게 되나요 안내","스컬프팅 페이스/바디 비용을 안내해 드립니다. (VAT 별도)
* 스컬프팅 페이스/바디 4000샷 275,000원","가격정보","가격,리프팅,바디,비용,스컬프팅"
"CS Command Center","실리프팅 종류별 가격이 궁금해요. 안내","실리프팅 비용을 실 종류별로 안내해 드립니다. (VAT 별도)
* 블루다이아: 132,000원 
* 올리쥬 코브라: 220,000원 
* 민트실: 220,000원 
* 실루엣소프트: 550,000원 
* 눈꺼풀 거상실: 220,000원 
* 입가주름 특수실: 220,000원 
* 잼버실(캐번): 220,000원","가격정보","가격,리프팅,비용,실리프팅"
"CS Command Center","실리프팅 종류가 어떤게 있나요 안내","실리프팅 실 종류별 차이점 안내
저희 병원에서는 고객님의 피부 상태와 원하시는 리프팅 효과에 따라 다양한 종류의 실을 사용하고 있습니다. 주요 실들의 특징은 다음과 같습니다.

블루다이아 (Blue Diamond):
가장 기본적인 실로, 주로 피부의 잔주름 개선과 가벼운 탄력 증진에 사용됩니다. 비교적 합리적인 비용으로 간편하게 리프팅 효과를 보고 싶으신 분들께 적합합니다.

올리쥬 코브라 (Oliju Cobra) & 민트실 (Mint Lift):
이 두 실은 돌기(Cog) 형태를 가지고 있어 피부 조직을 더욱 효과적으로 강력하게 당겨주는 역할을 합니다. 처진 볼살이나 턱선 개선에 효과적이며, 보다 뚜렷한 리프팅 효과를 원하시는 분들께 추천드립니다. 특히 민트실은 360도 나선형 돌기로 고정력이 뛰어나다는 장점이 있습니다.

실루엣소프트 (Silhouette Soft):
콘(cone) 모양의 특수 돌기가 있는 실로, 피부를 당겨주는 동시에 콜라겐 생성을 강력하게 유도하는 프리미엄 실입니다. 즉각적인 리프팅 효과와 함께 장기적인 피부 탄력 및 볼륨 개선까지 기대할 수 있어, 보다 자연스럽고 오래 지속되는 리프팅을 원하시는 분들께 추천됩니다.

눈꺼풀 거상실 & 입가주름 특수실:
이들은 특정 부위의 고민을 해결하기 위해 고안된 특수 목적의 실입니다.

눈꺼풀 거상실은 처진 눈꺼풀을 자연스럽게 들어 올려 눈매를 또렷하게 만들고,

입가주름 특수실은 팔자주름이나 마리오네트 주름 등 입가 주변의 깊은 주름을 개선하는 데 집중적인 효과를 줍니다.

잼버실 (캐번, Cavern):
스프링처럼 꼬여 있는 형태의 실로, 피부 속에 삽입되었을 때 빈 공간을 채워주어 볼륨을 형성하고, 꺼진 부위를 자연스럽게 채워주는 효과가 뛰어납니다. 주로 꺼진 볼이나 팔자주름, 미간 주름 등 볼륨이 필요한 부위에 사용되어 자연스러운 개선을 돕습니다.

고객님의 정확한 피부 상태와 원하시는 효과를 파악한 후, 저희 의료진이 가장 적합한 실의 종류와 개수를 상담을 통해 추천해 드릴 수 있습니다. 더 궁금하신 점이 있으시면 언제든지 말씀해주세요!","시술정보","리프팅,비용,상담,실리프팅,종류,효과"
"CS Command Center","올리지오 리프팅 가격은 얼마인가요 안내","올리지오 리프팅 비용을 안내해 드립니다. (VAT 별도)
* 올리지오    
* 대표원장: 100샷 275,000원     
* 수석원장 특가: 100샷 176,000원","가격정보","가격,리프팅,비용,올리지오"
"CS Command Center","바디 리프팅 레이저 가격은 얼마인가요 안내","바디 리프팅 레이저 비용을 안내해 드립니다. (VAT 별도)
* 더 펫셀리스(V슈링크+FX): 1회 770,000원     
* 바디 온다: 100KJ 1,100,000원 / 140KJ 1,375,000원","가격정보","가격,레이저,리프팅,바디,바디리프팅,비용,슈링크,온다"
"CS Command Center","엑셀V나 소프토닝 같은 색소 레이저 가격이 궁금해요. 안내","네, 색소 레이저 비용을 안내해 드립니다. (VAT 별도)
* 엑셀V 레이저    
* 1모드 (기미, 주근깨, 홍조/혈관): 220,000원     
* 2모드: 330,000원 (1모드 추가시 회당 10만원)
* 3모드: 440,000원 (2모드 추가시 회당 20만원)  
* 혈관 (코 옆, 다크서클 1부위): 110,000원 
* 소프토닝    
* 1회: 132,000원     
* 소프토닝 피코슈어 1회: 275,000원","가격정보","가격,레이저,비용,색소,소프토닝,엑셀V"
"CS Command Center","LDM이나 아쿠아필 같은 기본 피부관리 비용은 얼마인가요 안내","네, 피부 관리 프로그램 비용을 안내해 드립니다. (VAT 별도)
* LDM (홍조, 여드름): 110,000원 
* U-CELL (멍, 붓기 관리): 110,000원 
* 아쿠아필 / 밸런스필: 88,000원 
* PHA필 물광필+: 165,000원 
* 물광필 (물광테라피): 110,000원","가격정보","LDM,비용,아쿠아필,여드름,일반,피부관리"
"CS Command Center","핑크필이나 하이드라 페이셜 같은 프리미엄 관리 가격을 알려주세요. 안내","프리미엄 피부 관리 비용을 안내해 드립니다. (VAT 별도)
* 핑크필 (미백, 보습, 탄력): 275,000원 
* 하이드라 리플래니쉬    
* HR-S (스케일링): 132,000원     
* HR-T (테라피): 220,000원 

* 하이드라 페이셜    
* 클래식 1회: 385,000원     
* EX (필센시티브 추가): 495,000원     
* EX+ (리젠+필센시티브): 550,000원","가격정보","가격,비용,프리미엄,피부관리"
"CS Command Center","여드름 관리 패키지 가격이 궁금해요. 안내","여드름 특수 관리 프로그램 비용 안내입니다. (VAT 별도)
* THE 블랙필: 165,000원 

* 쏠라 PDT    
* 원장 도포: 220,000원     
* 관리사 도포: 165,000원     
* 바디 1회: 440,000원     
* 바디 3회: 1,199,000원 
* 여드름 후관리: 55,000원","가격정보","가격,바디,비용,여드름,피부관리"
"CS Command Center","점 제거, 프락셀, 모공 레이저 비용은 어떻게 되나요 안내","네, 모공/흉터 및 Co2 레이저 비용을 안내해 드립니다. (VAT 별도)
* 점 제거, 편사, 비립종:    
* 1개: 11,000원     
* 크기가 클 경우: 22,000원     
* 얼굴 또는 목 50개 이내: 440,000원 
* Micro 니들케어 (MTS+앰플 침투): 220,000원 
* 비너스비바 / 비바피코 / 프락셀    
* 코모공: 165,000원     
* 코+나비존 1회: 220,000원     
* 얼굴 전체 1회: 440,000원     
* 아기주사 추가: 99,000원","가격정보","레이저,레이저_모공흉터,모공,비용,주사,흉터"
"CS Command Center","모공흉터 치료에는 어떤 종류가 있나요 안내","모공/흉터 치료 종류 안내
저희 병원에서는 다양한 모공 및 흉터 고민을 해결하기 위해 여러 가지 치료법을 제공하고 있습니다. 주요 시술은 다음과 같습니다.

점 제거, 편평사마귀, 비립종 제거:
레이저를 이용하여 피부 표면의 점, 편평사마귀, 비립종 등 작은 병변들을 정교하게 제거합니다. 개별적인 병변 제거뿐만 아니라, 얼굴이나 목 전체의 다수 병변 제거도 가능합니다.

마이크로 니들 케어 (MTS+앰플 침투):
미세한 바늘로 피부에 미세한 통로를 만들어, 피부 재생에 효과적인 앰플을 깊숙이 침투시키는 시술입니다. 피부 재생을 촉진하여 전반적인 피부결 개선, 모공 축소, 흉터 완화에 도움을 줍니다.

비너스 비바 (Venus Viva) / 비바피코 (Viva Pico) / 프락셀 (Fractional Laser):
이들은 레이저를 이용하여 피부에 미세한 구멍을 내거나 표피층에 열 에너지를 전달하여 피부의 자연적인 재생 과정을 유도하는 시술입니다.

코 모공, 코+나비존, 얼굴 전체 등 고민 부위에 따라 맞춤 시술이 가능하며, 넓어진 모공, 깊은 여드름 흉터, 거친 피부결 개선에 효과적입니다.

아기주사(성장인자 앰플)를 추가하시면 시술 후 피부 재생 효과를 더욱 극대화할 수 있습니다.

고객님의 구체적인 피부 상태와 흉터의 종류, 모공의 크기 등을 정확히 진단한 후, 가장 적합한 시술을 추천해 드릴 수 있습니다. 더 궁금하신 점이나 상담을 원하시면 언제든지 문의해 주세요!","시술정보","레이저,모공,모공흉터,상담,여드름,종류,주사,효과,흉터"
"CS Command Center","주소가 어디인가요 안내","📍 주소 🏢
서울 강남구 도산대로 318, SB타워 4층

🚇 지하철 안내 🚊
지하철 7호선 또는 분당선 강남구청역 3-1번 출구에서 도보 10분 소요

분당선 압구정로데오역 5번 출구에서 도로를 따라 400m 이동 후, 학동사거리에서 인도를 따라 우측으로 200m

🚗 자차 및 택시 안내 🚗
내비게이션에 ""서울시 강남구 도산대로 318"" 또는 ""서울시 강남구 논현로 92-12""로 설정
SB타워 건물 후면 지하 주차장 입구 (B2~B4층)에 주차 가능

🚌 버스 🚌
제일은행, 호림아트센터앞 또는 영동119안전센터 정류장에서 하차","위치정보","위치,주소,찾아오는법"
"CS Command Center","예약을 하고싶어요 안내","안녕하세요!
🇰🇷 한국 청담 봄온 피부과 BOMON CLINIC에 오신 것을 환영합니다 ✨

✨ BOMON CLINIC의 특별함 ✨
💎 5년간 컴플레인 0건, 시술 실패 사례 0건
💎 20년 임상 경험의 피부과 전문의
💎 모든 고객 중심의 1:1 원장님 진료
💎 간체/번체 중국어 통역 서비스 제공

📗 아래 정보를 기입하여 예약해 주세요 🙇‍♀📑:
📗 이름 (영문 + 한글/한자):
📗 생년월일:
📗 국적:
📗 채널 방문 경로:
📗 전화번호:
📗 LINE ID:
📗 희망 시술/부위:
📗 과거 시술 경험:
📗 희망 예약 날짜 및 시간:
🚫 예약 불가 시간: 13:00~14:00
📗 리뷰 이벤트 참여 여부 (재생 크림 증정):
📗 동행자 유무 (없으면 비워주세요):
▶ 동행자가 있을 경우, 각각 작성하여 함께 제출해 주세요.

[화요일/금요일] 10:00 – 21:00
[월요일/수요일/목요일] 10:00 – 20:00
[토요일] 10:00 – 17:00
일요일/공휴일 휴무

✨ 무료 통역 서비스 제공
예약 정보 확인 후 최대한 빨리 연락드리겠습니다 ❤","예약정보","시간,예약,예약양식"
