매크로명,대분류,중분류,소분류,질문 카테고리,모범 답안
,시술정보,시력정보,ICL추천,근시 1050도 난시 300도,"네, 고객님. 해당 시력은 ICL 렌즈삽입술이 적합합니다! 근시와 난시 함께 치료가 가능합니다.
고객님의 각막 두께, 모양, 동공 크기 등 50여 가지 정밀 검사 결과를 종합적으로 분석해야 가장 안전하고 효과적인 렌즈를 추천해 드릴 수 있습니다. 
내원하시어 정밀 검사와 전문의 상담을 받아보시는 것을 권장합니다.
고객님께서는 어떤 수술을 생각하고 계실까요?"
,시술정보,시력정보,ICL추천,근시 1050도 난시 350도,"네, 고객님. 해당 시력은 ICL 렌즈삽입술이 적합합니다! 근시와 난시 함께 치료가 가능합니다.
고객님의 각막 두께, 모양, 동공 크기 등 50여 가지 정밀 검사 결과를 종합적으로 분석해야 가장 안전하고 효과적인 렌즈를 추천해 드릴 수 있습니다. 
내원하시어 정밀 검사와 전문의 상담을 받아보시는 것을 권장합니다.
고객님께서는 어떤 수술을 생각하고 계실까요?"
,시술정보,시력정보,ICL추천,근시 1050도 난시 400도,"네, 고객님. 해당 시력은 ICL 렌즈삽입술이 적합합니다! 근시와 난시 함께 치료가 가능합니다.
고객님의 각막 두께, 모양, 동공 크기 등 50여 가지 정밀 검사 결과를 종합적으로 분석해야 가장 안전하고 효과적인 렌즈를 추천해 드릴 수 있습니다. 
내원하시어 정밀 검사와 전문의 상담을 받아보시는 것을 권장합니다.
고객님께서는 어떤 수술을 생각하고 계실까요?"
,시술정보,시력정보,ICL추천,근시 1100도 난시 100도,"네, 고객님. 해당 시력은 ICL 렌즈삽입술이 적합합니다! 근시와 난시 함께 치료가 가능합니다.
고객님의 각막 두께, 모양, 동공 크기 등 50여 가지 정밀 검사 결과를 종합적으로 분석해야 가장 안전하고 효과적인 렌즈를 추천해 드릴 수 있습니다. 
내원하시어 정밀 검사와 전문의 상담을 받아보시는 것을 권장합니다.
고객님께서는 어떤 수술을 생각하고 계실까요?"
,시술정보,시력정보,ICL추천,근시 1100도 난시 150도,"네, 고객님. 해당 시력은 ICL 렌즈삽입술이 적합합니다! 근시와 난시 함께 치료가 가능합니다.
고객님의 각막 두께, 모양, 동공 크기 등 50여 가지 정밀 검사 결과를 종합적으로 분석해야 가장 안전하고 효과적인 렌즈를 추천해 드릴 수 있습니다. 
내원하시어 정밀 검사와 전문의 상담을 받아보시는 것을 권장합니다.
고객님께서는 어떤 수술을 생각하고 계실까요?"
,시술정보,시력정보,ICL추천,근시 1100도 난시 200도,"네, 고객님. 해당 시력은 ICL 렌즈삽입술이 적합합니다! 근시와 난시 함께 치료가 가능합니다.
고객님의 각막 두께, 모양, 동공 크기 등 50여 가지 정밀 검사 결과를 종합적으로 분석해야 가장 안전하고 효과적인 렌즈를 추천해 드릴 수 있습니다. 
내원하시어 정밀 검사와 전문의 상담을 받아보시는 것을 권장합니다.
고객님께서는 어떤 수술을 생각하고 계실까요?"
,시술정보,시력정보,ICL추천,근시 1100도 난시 250도,"네, 고객님. 해당 시력은 ICL 렌즈삽입술이 적합합니다! 근시와 난시 함께 치료가 가능합니다.
고객님의 각막 두께, 모양, 동공 크기 등 50여 가지 정밀 검사 결과를 종합적으로 분석해야 가장 안전하고 효과적인 렌즈를 추천해 드릴 수 있습니다. 
내원하시어 정밀 검사와 전문의 상담을 받아보시는 것을 권장합니다.
고객님께서는 어떤 수술을 생각하고 계실까요?"
,시술정보,시력정보,ICL추천,근시 1100도 난시 300도,"네, 고객님. 해당 시력은 ICL 렌즈삽입술이 적합합니다! 근시와 난시 함께 치료가 가능합니다.
고객님의 각막 두께, 모양, 동공 크기 등 50여 가지 정밀 검사 결과를 종합적으로 분석해야 가장 안전하고 효과적인 렌즈를 추천해 드릴 수 있습니다. 
내원하시어 정밀 검사와 전문의 상담을 받아보시는 것을 권장합니다.
고객님께서는 어떤 수술을 생각하고 계실까요?"
,시술정보,시력정보,ICL추천,근시 1100도 난시 350도,"네, 고객님. 해당 시력은 ICL 렌즈삽입술이 적합합니다! 근시와 난시 함께 치료가 가능합니다.
고객님의 각막 두께, 모양, 동공 크기 등 50여 가지 정밀 검사 결과를 종합적으로 분석해야 가장 안전하고 효과적인 렌즈를 추천해 드릴 수 있습니다. 
내원하시어 정밀 검사와 전문의 상담을 받아보시는 것을 권장합니다.
고객님께서는 어떤 수술을 생각하고 계실까요?"
,시술정보,시력정보,ICL추천,근시 1100도 난시 400도,"네, 고객님. 해당 시력은 ICL 렌즈삽입술이 적합합니다! 근시와 난시 함께 치료가 가능합니다.
고객님의 각막 두께, 모양, 동공 크기 등 50여 가지 정밀 검사 결과를 종합적으로 분석해야 가장 안전하고 효과적인 렌즈를 추천해 드릴 수 있습니다. 
내원하시어 정밀 검사와 전문의 상담을 받아보시는 것을 권장합니다.
고객님께서는 어떤 수술을 생각하고 계실까요?"
시술정보_시력교정술_수술특징,시술정보,시력교정술,수술특징,"각 시력교정 수술(라식, 라섹, 스마일라식, ICL)의 주요 특징과 일반적인 회복 기간은 어떻게 되나요?","네, 고객님. 각 수술의 특징은 다음과 같습니다.
어떤 시력 교정 수술이 가장 적합할까요?
시력 교정 수술은 여러 종류가 있으며, 각각의 특징과 장단점이 다릅니다.

LASIK (라식) | 레이저 굴절 각막 절삭술
시술 방법: 각막 절편을 만든 후 엑시머 레이저를 사용하여 시력을 교정하는 기술입니다.
특징: 회복이 빠르고 통증이 적어 일상생활 복귀가 편리합니다.
일상생활 복귀 소요 시간: 1-3일 이내 (개인차 있음)

LASEK (라섹) | 레이저 굴절 각막 상피 절삭술
시술 방법: 각막 상피를 제거한 후 엑시머 레이저를 사용하여 시력을 교정하는 기술입니다.
특징: 라식에 비해 외부 충격에 대한 저항력이 강하지만, 회복 기간이 더 깁니다.
일상생활 복귀 소요 시간: 2-5일 이내 (개인차 있음)

SMILE (스마일) | 스마일 라식
시술 방법: 각막 절편을 만들 필요 없이 펨토초 레이저를 사용하는 최소 침습 수술입니다.
특징: 통증이 적고 회복이 빠르며, 부작용의 위험이 낮습니다.
일상생활 복귀 소요 시간: 1-2일 이내 (개인차 있음)

각 수술은 장단점이 있으므로, 반드시 전문의와 상담 후 고객님의 눈 상태와 생활 방식에 가장 적합한 수술 방법을 선택하는 것이 중요합니다."
,시술정보,시력교정술,라식라섹차이,라식(LASIK)과 라섹(LASEK) 수술은 정확히 어떤 차이가 있나요?,"네, 고객님. 각 수술의 특징은 다음과 같습니다.
어떤 시력 교정 수술이 가장 적합할까요?
시력 교정 수술은 여러 종류가 있으며, 각각의 특징과 장단점이 다릅니다.

LASIK (라식) | 레이저 굴절 각막 절삭술
시술 방법: 각막 절편을 만든 후 엑시머 레이저를 사용하여 시력을 교정하는 기술입니다.
특징: 회복이 빠르고 통증이 적어 일상생활 복귀가 편리합니다.
일상생활 복귀 소요 시간: 1-3일 이내 (개인차 있음)

LASEK (라섹) | 레이저 굴절 각막 상피 절삭술
시술 방법: 각막 상피를 제거한 후 엑시머 레이저를 사용하여 시력을 교정하는 기술입니다.
특징: 라식에 비해 외부 충격에 대한 저항력이 강하지만, 회복 기간이 더 깁니다.
일상생활 복귀 소요 시간: 2-5일 이내 (개인차 있음)

SMILE (스마일) | 스마일 라식
시술 방법: 각막 절편을 만들 필요 없이 펨토초 레이저를 사용하는 최소 침습 수술입니다.
특징: 통증이 적고 회복이 빠르며, 부작용의 위험이 낮습니다.
일상생활 복귀 소요 시간: 1-2일 이내 (개인차 있음)

각 수술은 장단점이 있으므로, 반드시 전문의와 상담 후 고객님의 눈 상태와 생활 방식에 가장 적합한 수술 방법을 선택하는 것이 중요합니다."
,시술정보,시력교정술,수술특징,수술 종류별 장단점 알려주세요 ,
,시술정보,시력교정술,수술특징,라식 라섹 뭐가 달라요?,
,시술정보,시력교정술,수술특징,라식 라섹 뭐가 달라요?,
,시술정보,시력교정술,수술특징,ICL이랑 라식 중에 뭐가 나아요?,"네, 고객님. Lasik 과 ICL 렌즈삽입술에 대해서 안내해드리겠습니다.
LASIK (라식) | 레이저 굴절 각막 절삭술
시술 방법: 각막 절편을 만든 후 엑시머 레이저를 사용하여 시력을 교정하는 기술입니다.
특징: 회복이 빠르고 통증이 적어 일상생활 복귀가 편리합니다.
일상생활 복귀 소요 시간: 1-3일 이내 (개인차 있음)

ICL 렌즈 삽입술은 고도근시이거나 각막이 얇아 레이저 시력 교정술이 어려운 분들에게 특히 적합한 최신 시력 교정 방법이에요!

1. 최소 절개
ICL은 레이저 수술과 달리 각막을 깎아내지 않아요. 의사가 각막 가장자리에 약 3mm 정도의 아주 작은 절개창을 만들어 인공 렌즈를 삽입하죠! 🔍
2. 렌즈 삽입
ICL은 눈 안에 삽입하는 인공 렌즈로, 콘택트렌즈와 비슷하지만 영구적으로 눈 안에 자리하게 되어 이물감이 느껴지지 않아요. 렌즈는 홍채와 수정체 사이에 안착되어 시력을 교정하고 빛이 망막에 더 잘 초점을 맞추도록 도와줍니다. 💡
3. 회복과 효과
수술 후 절개창은 자연적으로 아물기 때문에 따로 봉합할 필요가 없어요. ICL 렌즈는 영구적으로 눈 안에 둘 수 있고, 필요에 따라 언제든 제거하거나 교체할 수도 있습니다. 시력 회복이 매우 빨라 보통 수술 후 며칠 내로 선명한 시력을 얻을 수 있습니다! ⏱️

⚡ ICL 렌즈 삽입술은 고도근시, 난시가 있거나 각막 문제로 레이저 수술이 어려운 분들에게 특히 적합하며, 안전성이 높고 효과가 오래 지속됩니다! 👓🚫

어떤 수술을 더 생각하고 계신가요?"
,시술정보,시력교정술,수술특징,ICL 렌즈 삽입술과 라식 수술 중 어떤 것이 더 좋은 수술인가요?,
,시술정보,시력교정술,수술특징,ICL이랑 스마일라식 중에 뭐가 나아요?,"네, 고객님, SMILE LASIK과 ICL 렌즈삽입술에 대해서 안내해드리겠습니다.

SMILE (스마일) | 스마일 라식
시술 방법: 각막 절편을 만들 필요 없이 펨토초 레이저를 사용하는 최소 침습 수술입니다.
특징: 통증이 적고 회복이 빠르며, 부작용의 위험이 낮습니다.
일상생활 복귀 소요 시간: 1-2일 이내 (개인차 있음)

ICL 렌즈 삽입술은 고도근시이거나 각막이 얇아 레이저 시력 교정술이 어려운 분들에게 특히 적합한 최신 시력 교정 방법이에요!

1. 최소 절개
ICL은 레이저 수술과 달리 각막을 깎아내지 않아요. 의사가 각막 가장자리에 약 3mm 정도의 아주 작은 절개창을 만들어 인공 렌즈를 삽입하죠! 🔍
2. 렌즈 삽입
ICL은 눈 안에 삽입하는 인공 렌즈로, 콘택트렌즈와 비슷하지만 영구적으로 눈 안에 자리하게 되어 이물감이 느껴지지 않아요. 렌즈는 홍채와 수정체 사이에 안착되어 시력을 교정하고 빛이 망막에 더 잘 초점을 맞추도록 도와줍니다. 💡
3. 회복과 효과
수술 후 절개창은 자연적으로 아물기 때문에 따로 봉합할 필요가 없어요. ICL 렌즈는 영구적으로 눈 안에 둘 수 있고, 필요에 따라 언제든 제거하거나 교체할 수도 있습니다. 시력 회복이 매우 빨라 보통 수술 후 며칠 내로 선명한 시력을 얻을 수 있습니다! ⏱️

⚡ ICL 렌즈 삽입술은 고도근시, 난시가 있거나 각막 문제로 레이저 수술이 어려운 분들에게 특히 적합하며, 안전성이 높고 효과가 오래 지속됩니다! 👓🚫

어떤 수술을 더 생각하고 계신가요?"
,시술정보,시력교정술,수술특징,ICL 렌즈 삽입술과 스마일라식 수술 중 어떤 것이 더 좋은 수술인가요?,
,시술정보,시력교정술,수술특징,ICL 렌즈 삽입술과 LASEK 수술 중 어떤 것이 더 좋은 수술인가요?,"네, 고객님. LASEK 과 ICL 렌즈삽입술에 대한 안내 도와드리겠습니다.

LASEK (라섹) | 레이저 굴절 각막 상피 절삭술
시술 방법: 각막 상피를 제거한 후 엑시머 레이저를 사용하여 시력을 교정하는 기술입니다.
특징: 라식에 비해 외부 충격에 대한 저항력이 강하지만, 회복 기간이 더 깁니다.
일상생활 복귀 소요 시간: 2-5일 이내 (개인차 있음)

ICL 렌즈 삽입술은 고도근시이거나 각막이 얇아 레이저 시력 교정술이 어려운 분들에게 특히 적합한 최신 시력 교정 방법이에요!

1. 최소 절개
ICL은 레이저 수술과 달리 각막을 깎아내지 않아요. 의사가 각막 가장자리에 약 3mm 정도의 아주 작은 절개창을 만들어 인공 렌즈를 삽입하죠! 🔍
2. 렌즈 삽입
ICL은 눈 안에 삽입하는 인공 렌즈로, 콘택트렌즈와 비슷하지만 영구적으로 눈 안에 자리하게 되어 이물감이 느껴지지 않아요. 렌즈는 홍채와 수정체 사이에 안착되어 시력을 교정하고 빛이 망막에 더 잘 초점을 맞추도록 도와줍니다. 💡
3. 회복과 효과
수술 후 절개창은 자연적으로 아물기 때문에 따로 봉합할 필요가 없어요. ICL 렌즈는 영구적으로 눈 안에 둘 수 있고, 필요에 따라 언제든 제거하거나 교체할 수도 있습니다. 시력 회복이 매우 빨라 보통 수술 후 며칠 내로 선명한 시력을 얻을 수 있습니다! ⏱️

⚡ ICL 렌즈 삽입술은 고도근시, 난시가 있거나 각막 문제로 레이저 수술이 어려운 분들에게 특히 적합하며, 안전성이 높고 효과가 오래 지속됩니다! 👓🚫

어떤 수술을 더 생각하고 계신가요?"
,시술정보,시력교정술,수술특징,ICL이랑 LASEK 중에 뭐가 나아요?,
시술정보_시력교정술_추가교정,시술정보,시력교정술,추가교정,수술 후에도 난시가 남아있을 경우 추가 교정이 가능한가요?,"네, 고객님. 수술 후 미세하게 난시가 남거나, 시간이 지나면서 난시가 다시 발생하는 경우 추가 교정 가능 여부를 검토해볼 수 있습니다. 
각막의 두께 등 눈의 조건이 허락한다면 추가 교정을 통해 시력의 질을 높일 수 있습니다."
시술정보_노안수술_회복기간,시술정보,노안수술,회복기간,노안 교정 라식이나 라섹 수술 후 시력이 완전히 안정되기까지 회복 기간은 얼마나 걸리나요?,"네, 고객님. 수술 후 시력이 완전히 안정되기까지는 개인차가 있지만 보통 1~3개월 정도 소요될 수 있습니다.
수술후 주의사항에 대해서 안내해드리겠습니다!
눈 비비지 않기: 눈을 비비거나 만지는 것을 피해야 합니다. 😊
안약과 인공눈물 사용: 의사의 지시에 따라 안약과 인공눈물을 꾸준히 사용해야 합니다. 💦
자외선 차단: 선글라스, 모자 등을 착용하여 자외선으로부터 눈을 보호해야 합니다. 😎
정기적인 안과 검진: 수술 후에는 정기적으로 안과 검진을 받아 눈 상태를 확인해야 합니다. 🏥
장시간 눈 사용 피하기: 수술 후 약 1주일 동안은 컴퓨터, 스마트폰 등을 장시간 사용하는 것을 피해야 합니다. 😂
사우나 및 수영장 피하기: 수술 후 약 한 달 동안은 사우나와 수영장 이용을 피해야 합니다. 👀
음주 피하기 : 수술 후 음주는 염증을 유발하고 회복을 더디게 할 수 있으므로, 최소 2주간은 반드시 금주하셔야 합니다. 이후 한 달까지는 과음을 피하시는 것이 안전한 회복에 도움이 됩니다."
,시술정보,노안수술,회복기간,노안 수술 회복 얼마나 걸려요?,
시술정보_노안수술_가능여부,시술정보,노안수술,가능여부,근시는 없는데 노안만 150도 정도 왔어요. 수술 가능한가요?,"네, 고객님. 근시와 노안이 동시에 있는 경우, 최적의 시력 효과를 위해 환자분의 특정 상황에 맞춰 레이저 데이터를 조절합니다.

👁️ 수술 원리
주시안: 근시를 완벽하게 교정하여 멀리 볼 때 최고의 시력을 얻도록 합니다.
반대쪽 눈: 가까운 물체를 볼 때의 선명도를 높이기 위해 근시 도수를 일부 남겨둡니다.
이렇게 하면 양쪽 눈을 함께 사용했을 때 멀리 보는 시력과 가까이 보는 시력 모두 좋은 상태를 유지할 수 있습니다.💗

🌙 주의사항
부분적으로 근시가 남아있기 때문에 야간 운전 등 특정 상황에서는 시야가 선명하지 않을 수 있어 얇은 안경 착용이 필요할 수도 있습니다.
하지만 노안 레이저 수술을 통해 안경 착용 시간을 80% 줄일 수 있습니다!😃

✔️ 수술 방식
LASIK (라식) 또는 LASEK (TPRK)
가격: 249만원
검사 당일 수술 시 10만원 할인 적용! 💕

✅ 권장 연령
47세 이전에 수술을 권장하며, 이 연령을 초과하는 경우 향후 백내장 수술을 통해 교정하는 것을 고려하는 것이 좋습니다. 🥰

또 다른 증상이 있으실까요? 추가로 말씀해주시면 상담도와드리겠습니다!"
,시술정보,노안수술,가능여부,노안이 있는데 시력교정 수술을 받을 수 있나요?,
,시술정보,노안수술,가능여부,노안만 있는데 수술 되나요? ,
,시술정보,노안수술,가능여부,노안 수술 돼요?,
시술정보_노안수술_백내장연관성,시술정보,노안수술,백내장연관성,노안 교정을 위한 라식 수술이 나중에 백내장이 생길 위험을 줄여주거나 높이나요?,"네, 고객님. 노안 라식/라섹은 각막을 교정하는 수술이고, 백내장은 눈 속의 수정체가 혼탁해지는 질환으로 발생 부위가 다릅니다. 
따라서 노안 수술이 백내장의 발생 위험을 높이거나 낮추지는 않습니다. 
노안 수술 후에도 나이가 들면 자연스럽게 백내장이 생길 수 있습니다.
현재 백내장 증상이 있으신가요?"
,시술정보,노안수술,백내장연관성,노안 라식하면 백내장 안 생겨요?,
시술정보_노안수술_수술연령,시술정보,노안수술,수술연령,노안 레이저 수술을 받기에 적절한 연령대가 있나요?,"네, 고객님. 노안 수술은 보통 노안이 시작되는 40대 중반부터 50대 고객님들께서 가장 많이 고려하십니다. 
하지만 연령 자체가 절대적인 기준은 아니며, 눈의 노화 상태와 전반적인 건강 상태에 따라 수술 가능 여부가 결정됩니다.

👁️ 수술 원리
주시안: 근시를 완벽하게 교정하여 멀리 볼 때 최고의 시력을 얻도록 합니다.
반대쪽 눈: 가까운 물체를 볼 때의 선명도를 높이기 위해 근시 도수를 일부 남겨둡니다.
이렇게 하면 양쪽 눈을 함께 사용했을 때 멀리 보는 시력과 가까이 보는 시력 모두 좋은 상태를 유지할 수 있습니다.💗

🌙 주의사항
부분적으로 근시가 남아있기 때문에 야간 운전 등 특정 상황에서는 시야가 선명하지 않을 수 있어 얇은 안경 착용이 필요할 수도 있습니다.
하지만 노안 레이저 수술을 통해 안경 착용 시간을 80% 줄일 수 있습니다!😃

✔️ 수술 방식
LASIK (라식) 또는 LASEK (TPRK)
가격: 249만원
검사 당일 수술 시 10만원 할인 적용! 💕

✅ 권장 연령
47세 이전에 수술을 권장하며, 이 연령을 초과하는 경우 향후 백내장 수술을 통해 교정하는 것을 고려하는 것이 좋습니다. 🥰

또 다른 증상이 있으실까요? 추가로 말씀해주시면 상담도와드리겠습니다!"
,시술정보,노안수술,수술연령,노안 교정 수술은 몇 살까지 받을 수 있나요?,
,시술정보,노안수술,수술연령,노안 레이저 수술에 연령 제한이 있나요?,
,시술정보,노안수술,수술연령,몇 살까지 노안 수술 가능해요?,
,시술정보,노안수술,수술연령,노안 수술 나이 제한,
시술정보_노안교정_수술원리,시술정보,노안수술,수술원리,노안 레이저 수술은 어떤 원리로 시력을 교정하나요?,"네, 고객님. 노안 수술은 보통 노안이 시작되는 40대 중반부터 50대 고객님들께서 가장 많이 고려하십니다. 
하지만 연령 자체가 절대적인 기준은 아니며, 눈의 노화 상태와 전반적인 건강 상태에 따라 수술 가능 여부가 결정됩니다.

👁️ 수술 원리
주시안: 근시를 완벽하게 교정하여 멀리 볼 때 최고의 시력을 얻도록 합니다.
반대쪽 눈: 가까운 물체를 볼 때의 선명도를 높이기 위해 근시 도수를 일부 남겨둡니다.
이렇게 하면 양쪽 눈을 함께 사용했을 때 멀리 보는 시력과 가까이 보는 시력 모두 좋은 상태를 유지할 수 있습니다.💗

🌙 주의사항
부분적으로 근시가 남아있기 때문에 야간 운전 등 특정 상황에서는 시야가 선명하지 않을 수 있어 얇은 안경 착용이 필요할 수도 있습니다.
하지만 노안 레이저 수술을 통해 안경 착용 시간을 80% 줄일 수 있습니다!😃

✔️ 수술 방식
LASIK (라식) 또는 LASEK (TPRK)
가격: 249만원
검사 당일 수술 시 10만원 할인 적용! 💕

✅ 권장 연령
47세 이전에 수술을 권장하며, 이 연령을 초과하는 경우 향후 백내장 수술을 통해 교정하는 것을 고려하는 것이 좋습니다. 🥰

또 다른 증상이 있으실까요? 추가로 말씀해주시면 상담도와드리겠습니다!"
,시술정보,노안수술,수술원리,노안 수술 어떻게 해요?,
,시술정보,노안수술,수술원리,노안 라식이 뭐예요?,
,시술정보,노안수술,수술차이,노안 라식 수술과 노안 라섹 수술은 일반 라식/라섹과 어떻게 다른 건가요?,"네, 고객님. 노안 라식/라섹 수술은 일반 라식/라섹 수술과 시력 교정의 목표와 방식에서 차이가 있습니다.

일반 라식/라섹 수술은 주로 근시, 난시, 원시와 같은 단일 굴절 이상을 교정하여 원거리 시력을 선명하게 만드는 데 중점을 둡니다. 양쪽 눈 모두를 목표 시력(보통 원거리 1.0)에 맞춰 교정합니다.
노안 라식/라섹 수술(노안 근시 레이저 수술)은 근시와 함께 찾아오는 노안을 동시에 교정합니다,

일반 라식/라섹이 '선명한 한 초점'을 목표로 한다면, 노안 라식/라섹은 '두 개의 초점'을 만들어 원근감을 확보하는 방식이라고 할 수 있습니다.

👁️ 노안 수술 원리
주시안: 근시를 완벽하게 교정하여 멀리 볼 때 최고의 시력을 얻도록 합니다.
반대쪽 눈: 가까운 물체를 볼 때의 선명도를 높이기 위해 근시 도수를 일부 남겨둡니다.
이렇게 하면 양쪽 눈을 함께 사용했을 때 멀리 보는 시력과 가까이 보는 시력 모두 좋은 상태를 유지할 수 있습니다.💗

🌙 주의사항
부분적으로 근시가 남아있기 때문에 야간 운전 등 특정 상황에서는 시야가 선명하지 않을 수 있어 얇은 안경 착용이 필요할 수도 있습니다.
하지만 노안 레이저 수술을 통해 안경 착용 시간을 80% 줄일 수 있습니다!😃

✔️ 수술 방식
LASIK (라식) 또는 LASEK (TPRK)
가격: 249만원
검사 당일 수술 시 10만원 할인 적용! 💕

✅ 권장 연령
47세 이전에 수술을 권장하며, 이 연령을 초과하는 경우 향후 백내장 수술을 통해 교정하는 것을 고려하는 것이 좋습니다. 🥰

또 다른 증상이 있으실까요? 추가로 말씀해주시면 상담도와드리겠습니다!"
