매크로명,대분류,중분류,소분류,질문 카테고리,모범 답안
시술정보_노안교정_스마일라식,시술정보,노안수술,스마일라식,노안인데 스마일도 있나요?,"네, 고객님. 노안 교정을 위한 스마일라식수술은 제공하지 않고있습니다.
노안 수술후 시력효과가 라식/라섹보다 우수하지 않기 떄문입니다.

👁️ 노안 수술 원리
주시안: 근시를 완벽하게 교정하여 멀리 볼 때 최고의 시력을 얻도록 합니다.
반대쪽 눈: 가까운 물체를 볼 때의 선명도를 높이기 위해 근시 도수를 일부 남겨둡니다.
이렇게 하면 양쪽 눈을 함께 사용했을 때 멀리 보는 시력과 가까이 보는 시력 모두 좋은 상태를 유지할 수 있습니다.💗

🌙 주의사항
부분적으로 근시가 남아있기 때문에 야간 운전 등 특정 상황에서는 시야가 선명하지 않을 수 있어 얇은 안경 착용이 필요할 수도 있습니다.
하지만 노안 레이저 수술을 통해 안경 착용 시간을 80% 줄일 수 있습니다!😃

✔️ 수술 방식
LASIK (라식) 또는 LASEK (TPRK)
가격: 249만원
검사 당일 수술 시 10만원 할인 적용! 💕

✅ 권장 연령
47세 이전에 수술을 권장하며, 이 연령을 초과하는 경우 향후 백내장 수술을 통해 교정하는 것을 고려하는 것이 좋습니다. 🥰

또 다른 증상이 있으실까요? 추가로 말씀해주시면 상담도와드리겠습니다!"
,시술정보,노안수술,스마일라식,노안인데 스마일은 얼마에요?,
,시술정보,노안수술,스마일라식,노안인데 스마일라식도 가능한가요?,
,시술정보,노안수술,스마일라식,노안인데 스마일라식은 얼마에요?,
시술정보_노안교정_비용,시술정보,노안수술,비용,노안 레이저 수술은 어떤 방법으로 진행되고 가격은 얼마인가요?,"네, 고객님. 노안 시력교정술에 대해서 안내해드리겠습니다!
👁️ 노안 수술 원리
주시안: 근시를 완벽하게 교정하여 멀리 볼 때 최고의 시력을 얻도록 합니다.
반대쪽 눈: 가까운 물체를 볼 때의 선명도를 높이기 위해 근시 도수를 일부 남겨둡니다.
이렇게 하면 양쪽 눈을 함께 사용했을 때 멀리 보는 시력과 가까이 보는 시력 모두 좋은 상태를 유지할 수 있습니다.💗

🌙 주의사항
부분적으로 근시가 남아있기 때문에 야간 운전 등 특정 상황에서는 시야가 선명하지 않을 수 있어 얇은 안경 착용이 필요할 수도 있습니다.
하지만 노안 레이저 수술을 통해 안경 착용 시간을 80% 줄일 수 있습니다!😃

✔️ 수술 방식
LASIK (라식) 또는 LASEK (TPRK)
가격: 249만원
검사 당일 수술 시 10만원 할인 적용! 💕

✅ 권장 연령
47세 이전에 수술을 권장하며, 이 연령을 초과하는 경우 향후 백내장 수술을 통해 교정하는 것을 고려하는 것이 좋습니다. 🥰

또 다른 증상이 있으실까요? 추가로 말씀해주시면 상담도와드리겠습니다!"
,시술정보,노안수술,비용,노안비용은 얼마에요?,
,시술정보,노안수술,비용,노안라식비용은 얼마에요?,
,시술정보,노안수술,비용,노안라섹비용은 얼마에요?,
,시술정보,노안수술,비용,"다초점 렌즈를 이용한 노안, 백내장 수술 비용은 대략 어느 정도인가요? ","네, 고객님. 다초점 렌즈를 이용한 노안, 백내장 수술 비용에 대해서 안내해드리겠습니다.
노안 ICL 비용은 700만원

백내장 수술 비용 안내 ❣
백내장 수술 비용은 삽입되는 인공 수정체의 초점 및 브랜드 선택에 따라 달라집니다.
한쪽 눈 기준으로 250만 원에서 700만 원 사이입니다.

인공 수정체 종류별 가격 (단안 기준)
EYHANCE (아이핸스) 인공 수정체: 700만원
SYNERGY (시너지) 인공 수정체: 700만원
PURSEE (퍼시) 인공 수정체: 일반 320만원 / 난시 350만원
INTENSITY (인텐시티) 인공 수정체: 400만원
IHAN'S (아이한스) 인공 수정체: 250만원
SYMMETRY (시메트리) 인공 수정체: 700만원
PresbyZEN (프레즈비젠) 인공 수정체: 600만원

수술 시간: 10~20분

양쪽 눈 수술 시: 이틀에 나누어 진행되며, 수술 후 셋째 날 내원 검진 후 출국 가능합니다.🫡

✨ 정확한 인공 수정체 추천은 정밀 검사 후 원장님께서 환자분의 눈 상태에 맞춰 자세히 안내해 드릴 예정입니다.

또 다른 증상이 있으실까요? 추가로 말씀해주시면 상담도와드리겠습니다!"
시술정보_스마일라식_당일수술,시술정보,스마일라식,당일수술,,"네, 고객님. 눈 상태가 적합하고 스케줄이 허락한다면 검사 후 당일 스마일라식 수술이 가능합니다. 
원활한 진행을 위해 당일 수술을 원하실 경우, 늦어도 평일 오후 4시 30분, 토요일 오전 11시까지는 내원해주시는 것을 권장합니다.
추가적으로 궁금하신 내용있으실까요?"
시술정보_스마일라식_장비,시술정보,스마일라식,장비,스마일라식 수술할 때 사용하는 기계 브랜드가 뭔가요?,"네, 고객님. 저희 병원은 Zeiss사의 최신 장비인 비쥬맥스(VisuMax)를 사용하여 스마일라식을 진행합니다. 
비쥬맥스는 낮은 압력의 레이저 조사로 각막 손상을 최소화하여 수술의 안정성을 높이고, 빠르고 정교한 수술을 통해 더 나은 시력의 질을 제공하는 것으로 알려진 우수한 장비입니다.
저희답변이 도움이 되셨을까요? 추가적으로 궁금하신 내용있으실까요?"
,시술정보,스마일라식,장비,스마일라식에 사용되는 VISUMAX 장비와 ZIEMER Z8 장비의 차이점이 뭔가요?,"스마일 라식 수술에 사용되는 VISUMAX (비쥬맥스) 장비와 ZIEMER Z8 (지머 Z8) 장비는 모두 펨토초 레이저를 기반으로 하는 장비이지만, 각각의 특징과 스마일 수술 구현 방식에서 차이가 있습니다.

1. VISUMAX (비쥬맥스) - ZEISS (자이스) 사
오리지널 스마일(SMILE) 장비: 비쥬맥스는 스마일 수술의 원조 장비로 널리 알려져 있습니다. 스마일 수술이라는 용어 자체가 자이스의 ReLEx SMILE에서 유래했습니다.


ZIEMER Z8
다목적 펨토초 레이저: 지머 Z8은 스마일과 유사한 렌티큘 추출 방식 (CLEAR, SILK 등) 외에도 라식 절편 생성, 백내장 수술, 각막 내 링 삽입 등 다양한 안과 수술에 활용될 수 있는 다목적 장비입니다.

저희는 ZIEMER FEMTO Z8를 사용하고 있습니다!
저희답변이 도움이 되셨을까요? 추가적으로 궁금하신 내용있으실까요?"
,시술정보,스마일라식,장비,스마일 기계 뭐 써요?,
,시술정보,스마일라식,장비,비쥬맥스랑 Z8 차이가 뭔가요?,
시술정보_ICL_렌즈도수,시술정보,ICL,렌즈도수,ICL 렌즈 도수를 높이면 부작용이 생길 가능성이 있나요?,"네, 고객님. ICL 렌즈는 정밀 검사를 통해 고객님의 눈에 가장 정확하고 안전한 도수로 주문 제작됩니다. 
임의로 도수를 조절하는 것은 불가능하며, 도수가 맞지 않는 렌즈는 난시, 빛 번짐 등의 부작용을 유발할 수 있어 절대 사용하지 않습니다.
시력정보와 노안 및 다른증상을 알려주시겠어요? 안내 도와드리겠습니다!"
,시술정보,ICL,렌즈도수, ICL 렌즈 도수를 더 높게 또는 낮게 조절할 수 있나요?,
시술정보_ICL_렌즈재고,시술정보,ICL,렌즈재고,검사 당일 제 눈에 맞는 ICL 렌즈가 병원에 없다면 어떻게 되나요?,"네, 고객님. ICL 렌즈는 개인 맞춤형으로 제작되므로, 검사 당일 고객님께 맞는 렌즈가 병원에 없을 수 있습니다. 
이 경우 렌즈를 주문하고, 렌즈가 병원에 도착하는 다음날 오전에 맞춰 수술 일정을 다시 조율하게 됩니다.
한국방문일정이 어떻게 되시나요? 수술후 진료일정까지 확인 도와드리겠습니다!"
,시술정보,ICL,렌즈재고,검사 당일 제 눈에 맞는 ICL 렌즈가 병원에 없다면 수술 못 받나요?,
,시술정보,ICL,렌즈재고,ICL 렌즈 없으면 수술 못해요?,
시술정보_ICL_체류기간,시술정보,ICL,체류기간,ICL 수술을 받으면 한국에 얼마나 머물러야 하나요?,"네, 고객님. ICL 수술의 경우, 최소한 수술일과 수술 다음 날 경과 확인을 위해 이틀은 필요합니다. 
안정적인 회복 확인을 위해 최소 2일에서 1주일 정도 체류하시는 것을 권장해 드립니다.
한국방문일정이 어떻게 되시나요? 수술후 진료일정까지 확인 도와드리겠습니다!"
,시술정보,ICL,체류기간,ICL 수술하고 바로 출국해도 되나요?,
시술정보_ICL_회복기간,시술정보,ICL,회복기간,ICL 수술 후 회복하는 데 얼마나 걸리나요?,"네, 고객님. ICL(렌즈삽입술)은 각막을 그대로 보존하기 때문에 회복이 매우 빠른 수술입니다. 
대부분의 경우 수술 당일부터 교정된 시력으로 일상생활이 가능하며, 시력이 완전히 안정되기까지는 개인차가 있을 수 있습니다."
예약일정_예약방법_가예약,예약일정,예약방법,가예약,"아직 한국 방문 날짜를 정확히 못 정했는데, 미리 예약을 걸어둘 수 있나요? ","네, 고객님. 대략적인 한국 방문 일정을 알려주시면 가예약을 도와드릴 수 있습니다. 
이후 정확한 날짜가 정해지면 우선적으로 스케줄을 확정해 드립니다.
나중에 일정을 조율해드릴 수 있으니 예약정보에 맞춰서 제출해주시면 예약도와드리겠습니다!"
예약일정_예약방법_시간선택,예약일정,예약방법,시간선택,보통 예약은 어떤 시간대에 가능한가요? ,"네, 고객님. 예약은 진료 시간 내(평일 09시~18시, 토요일 09시~11시)에 모두 가능합니다. 
원하시는 시간을 말씀해주시면 대기시간이 없는 시간으로 최대한 맞춰서 예약을 도와드리겠습니다. 
비교적 여유로운 평일 오전을 추천해 드립니다.
방문을 계획하고 있는 일정을 말씀해주시겠어요?"
,예약일정,예약방법,시간선택,예약을 피해야 할 시간대가 있나요? ,
,예약일정,예약방법,시간선택,오전 9시 30분에 예약하고 방문해도 괜찮을까요?,
,예약일정,예약방법,시간선택,수술 다음 날 후속 진료를 오전 10시로 예약할 수 있을까요?,
예약일정_예약방법_예약안내,예약일정,예약방법,예약안내,병원 예약은 어떻게 하나요?,"네, 고객님. 아래 예약 양식에 맞춰서 제출해주시면 예약도와드리겠습니다!
📞 예약 시 다음 정보를 기입해 주세요:
이름 (여권 영문명 + 한자명):
성별:
생년월일:
전화번호:
예약 날짜 및 시간 (일요일 휴진):
한국 보험 유무 (한국 거주자만 기입):
희망 수술 항목:
방문 경로 (친구 소개/IG 광고/IG 인플루언서 영상/구글 검색/샤오홍슈/스레드 등):
동행자 (없으면 공란) :
리뷰 이벤트 참여 여부 (당일수술, 동행자 이벤트 포함):

⏰ 영업시간:
월요일-목요일: 오전 09:30 ~ 오후 18:30
(13시 점심시간) 당일 수술 예약 가능 시간: 09:30-11:00, 14:00
금요일: 오전 09:30 ~ 오후 21:00
(13시 점심시간) 당일 수술 예약 가능 시간: 09:30-11:00, 14:00

토요일: 오전 09:30 ~ 오후 14:00
(당일 수술 예약 마감 시간: 09:30)

📍 힐링안과 위치:
서울특별시 강남구 강남대로 470, 10~11층 (역삼동, 808타워)"
,예약일정,예약방법,예약안내,예약하고 싶어요,
예약일정_예약변경_절차,예약일정,예약변경,절차,예약을 변경하고싶어요,"네, 고객님. 예약 변경 도와드리겠습니다. 
기존 예약 날짜와 성함을 말씀해주시고, 새로 원하시는 날짜와 시간을 2~3개 정도 알려주시면 가능한 시간을 확인하여 변경해 드리겠습니다."
예약일정_예약시간지연_안내,예약일정,예약시간지연,안내,예약 시간에 늦을 것 같은데 어떻게 해야 하나요?,"네, 고객님. 괜찮습니다. 혹시 예상 도착 시간을 알려주실 수 있을까요? 
미리 알려주시면 최대한 대기 시간 없이 진료받으실 수 있도록 일정을 조율해 보겠습니다. 조심히 오세요."
,예약일정,예약시간지연,안내,늦을 거 같아요,
예약일정_예약취소_위약금,예약일정,예약취소,위약금,예약 취소 시 별도의 위약금이나 불이익이 있나요?  예약 취소하면 돈 내나요?,"네, 고객님. 일반 진료 예약은 위약금 없이 취소 가능합니다. 
다만, 수술 예약의 경우 예약금이 발생하며, 당일 취소 시 예약금 환불이 어려울 수 있으니 최소 하루 전에는 연락 주시기 바랍니다."
예약일정_예약취소_절차,예약일정,예약취소,절차,예약을 취소하고싶어요,"네, 고객님. 예약 취소 도와드리겠습니다. 
예약하신 성함과 날짜를 말씀해주시면 바로 취소 처리해 드리겠습니다."
상담_응답지연_미답변,상담,응답지연,미답변,문의가 많아 답변이 늦어질 수도 있나요?,"고객님, 문의량이 많아 답변이 지연된 점 진심으로 사과드립니다. 
순차적으로 확인하여 최대한 신속하게 답변드릴 수 있도록 노력하겠습니다. 
조금만 더 기다려주시면 상담원 연결 도와드리겠습니다!"
,상담,응답지연,미답변,왜 이렇게 답이 없어요?,
기타문의_서류발급_영수증,기타문의,서류발급,영수증,의료비 영수증이나 진료 상세 내역서를 발급받고 싶습니다. 어떻게 해야 하나요? ,"네, 고객님. 진료비 영수증, 진료 상세 내역서 등 필요한 서류는 데스크에 요청하시면 즉시 발급해 드리고 있습니다. 
보험 청구 등 특정 목적에 필요한 서류가 있으시면 미리 말씀해주세요."
,기타문의,서류발급,영수증,진료비 영수증 주세요,
기타문의_소요시간_검사,기타문의,소요시간,검사,병원에서 시력 검사나 수술 전 검사를 받는데 시간은 대략 얼마나 걸리나요?,"네, 고객님. 수술 전 정밀 검사는 50여 가지 항목으로 진행되며, 상담까지 포함하여 약 3시간 ~ 3시간 30분 정도 소요됩니다.
대기 시간에 따라 조금 더 소요될 수 있습니다.
다음 일정이 있다면 미리 말씀해주시면 조율 도와드리겠습니다"
,기타문의,소요시간,검사,검사 얼마나 걸려요?,
기타문의_소요시간_전체,기타문의,소요시간,검사,"병원에서 검사부터 진료, 상담까지 다 받는데 총 얼마나 걸릴까요?",
,기타문의,소요시간,검사,병원에 얼마나 있어야 해요? ,
수술후_소요시간_퇴원,수술후,소요시간,퇴원,수술 당일 몇 시쯤 병원에서 나올 수 있나요? (퇴원 시간) ,"네, 고객님. 수술 자체는 10~20분 내외로 짧지만, 수술 전 준비와 수술 후 회복실에서의 휴식 시간 등을 포함하면 약 3시간 ~ 3시간 30분 정도 병원에 머무시게 됩니다.
대기 시간에 따라 조금 더 소요될 수 있습니다.
다음 일정이 있다면 미리 말씀해주시면 조율 도와드리겠습니다"
,수술후,소요시간,퇴원,수술하고 언제 집에 가요?,
방문전_진료관련_동반진료,방문전,진료관련,동반진료,저랑 같이 가는 사람도 같은 진료를 받을 수 있나요?,"네, 그럼요. 동반하신 분도 동일하게 상담, 검사, 진료를 받으실 수 있습니다. 
예약을 진행하실 때 동행자분 예약정보를 함께 알려주시면 더욱 원활한 진행이 가능합니다.
동행자분과 함께 수술하시면 10만원 할인 이벤트를 적용해드리고 있습니다.
당일에 함께 수술하신다면 10만원 할인 이벤트를 적용해드려 최대 20만원까지 수술비용 할인 이벤트를 적용해드립니다.
동행하시는 분이 계신가요?"
,방문전,진료관련,동반진료,친구도 같이 수술 가능한가요?,
기타문의_진료관련_진료결과,기타문의,진료관련,진료결과,진단이나 치료 결과는 어떻게 확인할 수 있나요?,"네, 고객님. 모든 검사 결과와 진단 내용은 담당 전문의가 상담 시에 차트를 보여드리며 알기 쉽게 직접 설명해 드립니다. 
궁금한 점은 편하게 모두 질문해주시면 안내 도와드리겠습니다!"
,기타문의,진료관련,진료결과,검사 결과 어떻게 받아요?,
기타문의_통역서비스_지원언어,기타문의,통역서비스,지원언어,혹시 한국어 말고 다른 언어로도 상담이나 진료 지원이 가능한가요?,"네, 고객님. 저희 병원에는 영어, 일본어, 중국어 등 가능한 의료전문 코디네이터가 상주하고 있습니다. 
검사부터 상담, 수술, 그리고 수술 후 관리까지 모든 과정에서 불편함이 없도록 1:1 맞춤 통역 서비스를 제공해 드리니 안심하고 방문해주세요.
어떤 언어 통역이 필요하실까요?"
,기타문의,통역서비스,지원언어,외국어 상담 돼요?,
,기타문의,통역서비스,지원언어,중국어 상담이 필요합니다,
공통_마무리_기본,공통,마무리,기본,,"저희 답변이 도움이 되셨을까요? 추가로 궁금하신 점은 없으실까요? 
언제든지 편하게 다시 문의해주세요. 저희 병원을 찾아주셔서 감사합니다."
시술정보_시력정보_가격,시술정보,시력정보,가격,비용을 알려주세요,"힐링안과 수술 비용에 대해서 안내해드리겠습니다.
✅ LASIK/LASEK(TPRK) : 219만 원
(대만 달러 약 4만 원대)
포함 항목:
각막 강화 치료
자가혈청 안약
Scout 정밀 각막 스캔

✅ SMILE 스마일 라식 : 290만 원
(대만 달러 약 6만 원대)
포함 항목:
자가혈청 안약

✅ 노안 근시 레이저 (LASIK/LASEK) : 249만 원
(대만 달러 약 4.8만 원대)

✅ ICL 렌즈 삽입술 : 550만 원 (양안) / 난시 동반 시 600만 원 (양안)
(대만 달러 약 12만 원대)

✅ 노안 ICL 렌즈 삽입술 : 700만 원 (양안)
(대만 달러 약 15.6만 원대)

고객님께서 생각하고 계신 시술이 있으실까요?"
기타문의_숙박_제휴호텔,기타문의,숙박,제휴호텔,제휴호텔이 있나요?,"🇰🇷 서울 강남 힐링안과 협력 호텔: 오클라우드 호텔💕

주소: 서울 서초구 사평대로58길 12

💭 호텔 예약 시 다음 정보를 기입해 주세요:
이름:
체크인/체크아웃 날짜:
숙박 인원:
객실 타입:
결제 정보
은행:
신용카드 번호:
유효기간:

* 숙박비는 체크인 후 호텔에 직접 지불해 주세요.

더 자세한 정보는 오클라우드 호텔 공식 웹사이트(중국어 소개 포함)에서 확인하실 수 있습니다:
http://www.ocloudhotel.com/view/viewLink.do?page=homepage/CHN/accommodation/famTwin"
,기타문의,숙박,제휴호텔,근처 추천 호텔이 있나요?,
,기타문의,숙박,제휴호텔,근처 호텔을 추천해줄 수 있나요?,
가격_처방_자가혈청,가격,처방,자가혈청,자가혈청은 얼마인가요?,"네, 고객님. 저희 병원에서 수술하신 고객님들께는 자가혈청(PRP)을 추가하신다면 4병에 10만 원입니다.
사용기간은 2주에서 3주 사용 가능합니다."
,가격,처방,자가혈청,자가혈청은 몇병인가요?,
,가격,처방,자가혈청,자가혈청은 얼마나 사용할 수 있나요?,
시술정보_안구건조증_가격,시술정보,안구건조증,가격,안구건조증 치료도 있나요?,"죄송합니다. 저희는 안구건조증 치료는 현재로썬 제공해드리지 않고 있습니다.
검사를 먼저 진행하시고 안구건조증 치료에 대해서 안내를 도와드릴 수 있습니다.
검사비용은 약 15만원정도 발생합니다."
,시술정보,안구건조증,가격,안구건조증 치료도 제공하나요?,
,시술정보,안구건조증,가격,눈이 건조한데 치료 가능한가요?,
,시술정보,안구건조증,가격,건조증 치료도 가능한가요?,
,시술정보,안구건조증,가격,안구건조증 치료가 가능한가요?,
기타문의_시력검사_검사종류,기타문의,시력검사,검사종류,검사는 어떤것을 진행하나요?,"저희의 종합적인 안과 검진은 기본적인 수준을 넘어, 50가지 이상의 세부 테스트를 포함하여 고객님의 눈 건강과 최상의 시력 교정을 보장합니다.

어떤 검사들이 포함되는지 간략하게 소개해 드릴게요:

종합적인 눈 건강 평가:
안압 측정
각막 두께 및 형태 분석
동공 검사
각막 내피세포 수 측정
망막 검사
시신경 평가
황반부 평가

시력 평가 및 측정
시력 (굴절력) 측정
안구 길이 측정
눈부심 민감도 테스트
시축 평가
시력 검사

정밀 검사:
세극등 현미경 검사
눈물막 분석

이 외에도 고객님의 눈 건강에 대한 완전한 정보를 제공하기 위해 광범위한 중요 검사들을 포함하고 있습니다.

저희 답변이 도움이 되셨을까요?"
,기타문의,시력검사,검사종류,검사는 몇가지를 진행하나요?,
,기타문의,시력검사,검사종류,시력검사는 어떻게 진행되나요?,
,기타문의,시력검사,검사종류,검사는 어떻게 진행되나요?,
방문전_예약_예약확정안내,방문전,예약,예약확정안내,,"친애하는 고객님, 안녕하세요!

예약해 주셔서 감사합니다💖

아래는 검사 및 수술 전 필수 확인 사항이니 꼼꼼히 읽어 주시기 바랍니다. 👁

❣️ 검사 및 수술 전 콘택트렌즈 착용 중단
소프트렌즈: 1주일간 착용 중단
난시 교정 소프트렌즈: 3주간 착용 중단
하드렌즈/드림렌즈: 1개월간 착용 중단

❣️ 선글라스 지참 권장
라식/스마일/ICL 수술 후: 선글라스 착용은 필수는 아니지만, 당일 빛 번짐이 있을 수 있습니다.
라섹 수술 후: 6개월 이내 외출 시 선글라스/자외선 차단 안경을 반드시 착용해야 합니다.

⚠ 유의사항
검사 후 당일 수술을 진행하지 않을 경우, 15만 원의 검사 비용이 발생합니다. (수술 시 검사 비용 면제)
수술 후 처방되는 안약은 약국에서 별도로 구매하셔야 하며, 약 6~8만 원 정도 소요됩니다.

🆓 사후 관리 안내
수술 후 3개월 이내 진료는 무료입니다.
기간 초과 시 진료 비용이 발생할 수 있으니 양해 바랍니다.

라식/라섹 : 5만~10만 원
스마일/ICL: 약 15만 원

실제 금액은 검사 항목에 따라 변동될 수 있습니다.

✅ 방문 시 지참 서류
여권 / 외국인등록증을 꼭 지참해 주세요.

📍 힐링안과 위치
서울특별시 강남구 강남대로 470, 10~11층 (역삼동, 808타워)

808타워 도착 후 11층으로 바로 오셔서 통역사를 찾아주시면 됩니다."
방문전_수술전_샤워,방문전,수술전,샤워,수술전 샤워를 해도 되나요?,"시력교정술 수술 전 샤워는 가능합니다. 오히려 수술 전날이나 당일 아침에 미리 깨끗하게 샤워를 하고 오시는 것을 권장합니다.

이는 수술 후 일정 기간 동안 눈에 물이 들어가거나 비누, 샴푸 등이 닿는 것을 피해야 하기 때문입니다. 
특히 수술 당일에는 눈에 직접 물이 닿지 않도록 세안이나 샤워를 삼가는 것이 좋습니다.
머리를 내리고 머리를 감게된다면 안압이 올라갈 수 있어 주의해주셔야합니다.

수술 종류별 샤워 및 세안 가능 시기 (일반적인 기준):
스마일 라식: 수술 다음 날부터 물세안, 샤워, 머리 감기 등 대부분의 일상생활이 가능하다고 안내하는 경우가 많습니다. (단, 눈에 자극을 주거나 안압을 높이는 행동은 피해야 합니다.)
라식: 보통 수술 후 2~3일 이후부터 조심스럽게 물세안이나 샤워가 가능합니다. 눈에 물이나 비눗물이 들어가지 않도록 주의해야 합니다.
라섹: 회복 기간이 라식보다 길기 때문에, 보호렌즈 제거 후 (보통 5~7일 후)부터 샤워나 세안이 가능하다고 안내하는 경우가 많습니다. 그전에는 눈을 피해 조심스럽게 하거나 물수건으로 닦는 것을 권장합니다.
ICL(렌즈삽입술): 병원에 따라 다르지만, 보통 1주일 정도는 눈에 물이 닿지 않도록 주의해야 합니다.



수술 당일에는 화장품, 향수, 선크림 등은 사용하지 않는 것이 좋습니다.

저희 답변이 도움이 되셨을까요?"
방문후_수술후_샤워,방문후,수술후,샤워,수술후 샤워를 해도 되나요?,
방문후_수술후_콘택트렌즈,방문후,수술후,콘택트렌즈,수술후 컨택트렌즈는 언제 낄 수 있나요?,"네, 고객님. 수술후 컨택트렌즈는 1개월 뒤 착용하시는 것을 권장드립니다.

각막의 모양 및 회복효과가 현저히 떨어질 수 있어서 1개월 뒤 진료를 받아보시고 착용 가능여부를 확인하시는것을 권장드립니다!"